date,number of rooms,security level of the community,residence space,building space,noise level,waterfront,view,air quality level,aboveground space ,basement space,building year,decoration year,district,city,zip code,region,exchange rate,unit price of residence space,unit price of building space,total cost
2014/6/17 0:00,3,1.75,1190,7280,1,0,0,4,1190,0,1968,0,11234 SE 320th Pl,Auburn,WA 98092,USA,6.19249721,29.437542,0.400889303,
2014/6/17 0:00,3,1.75,1280,7524,1.5,0,0,4,1280,0,1988,0,11431 SE 229th St,Kent,WA 98031,USA,6.51523328,23.41629109,0.95306583,
2014/6/17 0:00,3,1.75,1370,8719,1,0,0,3,1370,0,1982,0,26303 191st Pl SE,Covington,WA 98042,USA,7.034972709,19.78526803,0.921311143,
2014/6/17 0:00,4,2.5,1800,8100,2,0,0,3,1800,0,1998,2006,22028 SE 269th St,Maple Valley,WA 98038,USA,6.59254194,19.32498525,0.387242743,
2014/6/17 0:00,3,1.75,1160,6134,1,0,0,3,1160,0,1998,2006,3812 I Pl NE,Auburn,WA 98002,USA,7.671841989,25.91374571,0.411925863,
2014/6/17 0:00,2,1.5,1088,1360,2,0,0,3,1088,0,1983,2009,9603 NE 121st Ln,Kirkland,WA 98034,USA,6.508326034,34.52511343,0.624273236,
2014/6/17 0:00,3,1.5,880,6600,1,0,0,5,880,0,1945,0,11457 70th Pl S,Seattle,WA 98178,USA,7.387975447,38.46719022,0.059652664,
2014/6/17 0:00,3,1.75,1700,7532,1,0,0,3,1700,0,1987,2000,27456-27498 124th Ave SE,Kent,WA 98030,USA,7.85466142,14.86243942,0.95574236,
2014/6/17 0:00,3,2,1870,5909,1,0,0,3,1270,600,1986,0,11834 SE 263rd Ct,Kent,WA 98030,USA,7.445187252,16.39171843,0.699790184,
2014/6/17 0:00,3,1.75,1440,12888,1,0,2,3,1090,350,1958,2004,14710 57th Ave S,Tukwila,WA 98168,USA,7.7127395,17.11719626,0.703111255,
2014/6/17 0:00,3,1.5,1270,20700,1,0,0,2,1150,120,1948,0,3029 NE 178th St,Lake Forest Park,WA 98155,USA,7.081783262,18.45356872,0.641443687,
2014/6/17 0:00,2,1.5,1480,7276,1,0,0,4,940,540,1978,2000,680 Shelton Ave NE,Renton,WA 98056,USA,6.953315749,24.00498643,0.444077427,
2014/6/17 0:00,3,2,1380,7476,1,0,0,3,1380,0,1989,0,5002 S 299th Pl,Auburn,WA 98001,USA,6.761304642,27.16635747,0.366419091,
2014/6/17 0:00,4,2.25,1930,7207,1,0,0,4,1360,570,1988,0,25011 119th Pl SE,Kent,WA 98030,USA,6.176848425,20.94980271,0.679539486,
2014/6/17 0:00,3,2.5,1413,3600,2,0,0,3,1413,0,2011,0,20130 110th Terrace SE,Kent,WA 98031,USA,6.919613888,27.28377141,0.804286201,
2014/6/17 0:00,4,2.5,1660,9760,2,0,0,3,1660,0,1994,0,11400-11616 SE 266th St,Kent,WA 98030,USA,7.570510868,18.57696288,0.832899253,
2014/6/17 0:00,4,2,1870,6000,1.5,0,0,3,1870,0,1956,2001,11750 12th Ave NE,Seattle,WA 98125,USA,7.370700816,21.58615286,0.282051666,
2014/6/17 0:00,3,1,860,5060,1.5,0,0,3,860,0,1927,2011,10537 Interlake Ave N,Seattle,WA 98133,USA,6.56269623,56.32840879,0.062848849,
2014/6/17 0:00,4,2.5,2610,7091,2,0,0,3,2610,0,1987,2000,33439 11th Pl SW,Federal Way,WA 98023,USA,6.674668592,17.14391887,0.556469865,
2014/6/17 0:00,3,1.75,1160,22470,1,0,0,4,1160,0,1976,1992,18124-18204 83rd Ave NE,Kenmore,WA 98028,USA,7.098415033,35.98550487,0.207038181,
2014/6/17 0:00,3,2.5,3040,7232,2,0,0,3,3040,0,2003,0,29678 130th Way SE,Auburn,WA 98092,USA,6.607725813,15.64759034,0.328106322,
2014/6/17 0:00,3,2.5,1270,2509,2,0,0,3,1270,0,2004,2003,2492 SW Webster St,Seattle,WA 98106,USA,7.969748493,31.97750628,0.385263146,
2014/6/17 0:00,3,2.5,1530,9406,1,0,0,3,1270,260,1993,0,4214 NE 2nd St,Renton,WA 98059,USA,6.219424459,32.86787112,0.328864806,
2014/6/17 0:00,2,1,740,6180,1,0,0,3,740,0,1948,1994,4813 S Findlay St,Seattle,WA 98118,USA,7.870544345,55.90784047,0.336788862,
2014/6/17 0:00,4,2.75,2250,7412,1,0,0,4,1480,770,1975,0,15801 SE 175th Pl,Renton,WA 98058,USA,6.335691452,23.92664766,0.083439298,
2014/6/17 0:00,3,2.5,1680,2229,2,0,0,3,1680,0,2007,0,611 NE 165th St,Shoreline,WA 98155,USA,7.910151079,24.74469183,0.916895939,
2014/6/17 0:00,3,2,1380,3600,3,0,0,3,1380,0,2013,1923,600 21st Ave,Seattle,WA 98122,USA,6.533695832,36.64148243,0.834225165,
2014/6/17 0:00,2,2.5,1260,1347,3,0,0,3,1260,0,2005,0,9553 Interlake Ave N,Seattle,WA 98103,USA,6.451720487,42.58632145,0.438255636,
2014/6/17 0:00,5,3.5,2800,7350,2,0,0,3,2800,0,1995,0,8430 8th Ave SW,Seattle,WA 98106,USA,6.098562522,20.09737277,0.819146168,
2014/6/17 0:00,4,2.5,2150,37647,2,0,0,3,2150,0,1991,0,19504 SE 324th St,Kent,WA 98042,USA,6.097189782,18.2580116,0.612773104,
2014/6/17 0:00,4,2.5,2210,7079,2,0,0,3,2210,0,1993,0,11824 SE 203rd St,Kent,WA 98031,USA,7.46421787,22.07744433,0.346564902,
2014/6/17 0:00,2,2.5,1620,3196,2,0,0,3,1620,0,2008,0,9225-9305 Mitten Ave SE,Snoqualmie,WA 98065,USA,6.04563711,38.26893095,0.579483045,
2014/6/17 0:00,3,2.25,2140,11266,2,0,0,3,2140,0,1986,0,27818 NE 141st St,Duvall,WA 98019,USA,7.209436385,21.85687935,0.773044331,
2014/6/17 0:00,3,1.5,1450,7375,1,0,0,3,1010,440,1968,1997,13420 121st Ave NE,Kirkland,WA 98034,USA,7.724555993,32.91535305,0.585025656,
2014/6/17 0:00,3,1.5,1880,7400,1,0,0,3,1480,400,1968,1997,5471 NE 200th Pl,Lake Forest Park,WA 98155,USA,7.236984843,29.69709434,0.017837191,
2014/6/17 0:00,4,2,1610,9600,1,0,0,5,1610,0,1967,0,7815 116th Ave SE,Newcastle,WA 98056,USA,7.920353551,30.57640979,0.330065744,
2014/6/17 0:00,3,2.5,2890,21780,2,0,0,3,2890,0,2000,0,3717 S 189th Pl,SeaTac,WA 98188,USA,6.857409825,20.63532672,0.080686358,
2014/6/17 0:00,3,2,1730,9000,1,0,0,3,1370,360,1978,0,975-1005 Greenwood Blvd SW,Issaquah,WA 98027,USA,7.408252738,28.56682554,0.958085325,
2014/6/17 0:00,3,2.25,1230,1238,2,0,0,3,1080,150,2009,0,3465 21st Ave W,Seattle,WA 98199,USA,7.88915593,44.52522646,0.301252064,
2014/6/17 0:00,2,1,1230,3800,1,0,0,3,1230,0,1928,1954,3306 NE 70th St,Seattle,WA 98115,USA,6.951523425,48.64585823,0.721527858,
2014/6/17 0:00,4,2,1450,8400,1.5,0,0,4,1450,0,1962,0,14114 75th Ave NE,Kirkland,WA 98034,USA,6.07705058,45.96896041,0.684351377,
2014/6/17 0:00,4,2.5,2470,3811,2,0,0,3,2470,0,1999,0,7206 Douglas Ave SE,Snoqualmie,WA 98065,USA,7.808304581,23.12316629,0.133908272,
2014/6/17 0:00,4,2.5,1670,3315,2,0,0,3,1670,0,2005,0,2319 NE Marion Ln,Issaquah,WA 98029,USA,6.217702707,42.2708581,0.585971507,
2014/6/17 0:00,4,1.5,1550,3000,1.5,0,0,3,1350,200,1918,0,4402 4th Ave NE,Seattle,WA 98105,USA,7.231316838,40.20438639,0.339610013,
2014/6/17 0:00,4,2.5,3250,4500,2,0,0,3,3250,0,2009,0,5221 NE 7th Pl,Renton,WA 98059,USA,6.428764563,21.21037372,0.612811764,
2014/6/17 0:00,2,2,1494,19271,2,1,4,3,1494,0,1943,1997,12533 SW 148th St,Vashon,WA 98070,USA,7.453524668,39.34796484,0.18684719,
2014/6/17 0:00,2,2.75,1430,1425,2,0,0,3,995,435,2006,0,224 26th Ave E,Seattle,WA 98112,USA,6.167911533,51.93070132,0.792479639,
2014/6/17 0:00,4,2.5,2340,6896,2,0,0,3,2340,0,2001,0,463 Pasco Pl NE,Renton,WA 98059,USA,6.288907123,29.53541534,0.721853639,
2014/6/17 0:00,3,2.5,1180,1262,3,0,0,3,1180,0,2010,0,2050 14th Ave W,Seattle,WA 98119,USA,7.646264064,51.9657263,0.324829982,
2014/6/17 0:00,3,2.25,2280,5750,1,0,1,4,1150,1130,1985,0,4420 48th Ave SW,Seattle,WA 98116,USA,6.372054348,32.11055062,0.23168568,
2014/6/17 0:00,3,2.75,2300,4637,2,0,0,3,2300,0,2008,0,34623 SE Leitz St,Snoqualmie,WA 98065,USA,7.208962976,28.83017204,0.044215123,
2014/6/17 0:00,4,1.75,2030,18295,1.5,0,0,4,2030,0,1975,0,12039 NE 145th St,Kirkland,WA 98034,USA,6.158395274,36.96090693,0.274538451,
2014/6/17 0:00,3,2.5,2970,21907,2,0,0,3,2970,0,1998,2006,14239 183rd Ave SE,Renton,WA 98059,USA,6.3727853,19.66904292,0.911266412,
2014/6/17 0:00,3,1.75,2180,7700,1,0,0,3,1480,700,1961,2004,17922 3rd Ave NW,Shoreline,WA 98177,USA,7.184736706,31.56227777,0.210559836,
2014/6/17 0:00,4,2.75,3070,7201,2,0,0,3,3070,0,2006,0,5351 NE 4th Ct,Renton,WA 98059,USA,6.939752649,24.96189356,0.063751091,
2014/6/17 0:00,4,2.25,1990,5948,2,0,0,3,1990,0,1991,0,4002 258th Way SE,Issaquah,WA 98029,USA,7.972737597,32.96956176,0.272305895,
2014/6/17 0:00,3,2.75,2750,18029,1,0,2,5,1810,940,1978,0,4708 154th Pl SE,Bellevue,WA 98006,USA,7.952281179,23.81740979,0.133516372,
2014/6/17 0:00,4,2.25,2030,11585,1,0,0,4,1590,440,1967,0,15703 NE 54th Way,Redmond,WA 98052,USA,6.307034219,37.58591157,0.872857484,
2014/6/17 0:00,4,1,1720,2800,1.5,0,0,4,1200,520,1926,1993,6211 27th Ave NE,Seattle,WA 98115,USA,7.772812853,39.52810357,0.851841439,
2014/6/17 0:00,2,2.5,1380,953,3,0,0,3,1380,0,2006,0,5010 Greenwood Ave N,Seattle,WA 98103,USA,7.594078966,52.12230506,0.382354169,
2014/6/17 0:00,3,1.75,2240,78225,2,0,0,5,2240,0,1976,0,15639 115th Ave SW,Vashon,WA 98070,USA,7.467918043,11.67363033,0.607215586,
2014/6/17 0:00,3,2,2340,3477,1,0,1,5,1170,1170,1971,0,5200 S Frontenac St,Seattle,WA 98118,USA,6.521129782,35.65519942,0.702192576,
2014/6/17 0:00,5,1,1710,9100,1.5,0,0,4,1320,390,1926,1993,7226 36th Ave SW,Seattle,WA 98126,USA,7.276266429,44.84182011,0.03110275,
2014/6/17 0:00,5,2,2700,10875,1,0,0,4,1540,1160,1962,0,620 151st Pl NE,Bellevue,WA 98007,USA,7.752216705,24.4803413,0.801874799,
2014/6/17 0:00,3,2.25,2010,10760,2,0,0,3,2010,0,1985,0,14150 176th Ave NE,Redmond,WA 98052,USA,6.874921137,42.99123857,0.147641257,
2014/6/17 0:00,3,2.5,2830,6536,2,0,0,3,2830,0,1989,0,12504 NE 163rd St,Woodinville,WA 98072,USA,6.0907132,34.76393292,0.15785111,
2014/6/17 0:00,4,2.5,2490,12929,2,0,0,3,2490,0,1983,2009,24106 NE 6th Pl,Sammamish,WA 98074,USA,6.832893547,33.67012071,0.488324154,
2014/6/17 0:00,3,2.5,2670,10481,2,0,0,3,2670,0,2003,0,6901 123rd Ave NE,Kirkland,WA 98033,USA,6.073860974,37.90806249,0.480081209,
2014/6/17 0:00,3,2,1880,3800,1,0,0,5,1030,850,1927,0,7535 18th Ave NE,Seattle,WA 98115,USA,6.239232602,56.87591223,0.015156796,
2014/6/17 0:00,4,2.75,2700,35362,2,0,0,5,2700,0,1976,0,18222 NE 186th St,Woodinville,WA 98077,USA,7.819743212,22.1923538,0.724883382,
2014/6/17 0:00,6,1.75,2740,6360,1,0,3,3,1370,1370,1953,0,10721 Marine View Dr SW,Seattle,WA 98146,USA,7.100848999,32.49237643,0.948104436,
2014/6/17 0:00,4,2.5,2650,11520,2,0,0,3,2110,540,1988,2000,11433 NE 91st St,Kirkland,WA 98033,USA,7.790395911,34.03983781,0.192354173,
2014/6/17 0:00,4,2.75,2630,7505,2,0,0,3,2630,0,1994,0,13221 NE 93rd St,Redmond,WA 98052,USA,7.896564355,32.30399409,0.913068057,
2014/6/17 0:00,3,2.5,2300,6009,1,0,0,3,2300,0,2005,0,12115 Big Leaf Way NE,Redmond,WA 98053,USA,7.821467656,39.17125445,0.719875896,
2014/6/17 0:00,4,2.5,2940,10382,2,0,0,4,2940,0,1991,0,14214 SE 77th St,Newcastle,WA 98059,USA,7.044172498,34.80872564,0.425472594,
2014/6/17 0:00,3,2.5,2590,7720,2,0,0,3,2590,0,1988,2000,14575 NE 57th St,Bellevue,WA 98007,USA,6.734176767,43.98391927,0.805066806,
2014/6/17 0:00,7,4.25,3670,4000,2,0,1,3,2800,870,1964,2000,2341 W Crockett St,Seattle,WA 98199,USA,7.156306667,30.2987611,0.986684946,
2014/6/17 0:00,5,2.75,3010,12611,2,0,0,3,3010,0,1994,0,10717 179th Ct NE,Redmond,WA 98052,USA,7.112845847,38.23717243,0.212429079,
2014/6/17 0:00,4,3.5,3860,18334,2,0,0,3,3120,740,1996,0,12237 198th Ave NE,Woodinville,WA 98077,USA,6.476660727,33.45030636,0.031541521,
2014/6/17 0:00,4,2.75,3150,38865,1,0,0,3,2480,670,1986,0,14302-14314 174th Ave NE,Redmond,WA 98052,USA,7.351423765,32.82361879,0.328665229,
2014/6/17 0:00,5,3.5,3130,4797,2,0,0,3,2570,560,2014,0,15845 SE 44th Ct,Bellevue,WA 98006,USA,6.378379573,42.27533392,0.720995588,
2014/6/17 0:00,4,4.25,3010,4887,2,0,3,4,1940,1070,1951,1996,8770 Sand Point Way NE,Seattle,WA 98115,USA,7.973984209,35.3532132,0.550774349,
2014/6/17 0:00,3,1.75,2960,12420,1,0,2,4,1480,1480,1952,0,3267 57th Ave SW,Seattle,WA 98116,USA,7.806434981,38.83548472,0.398393489,
2014/6/17 0:00,4,3.5,2650,3060,2,0,0,3,2060,590,2001,0,2133 N 62nd St,Seattle,WA 98103,USA,7.946620831,46.82183823,0.904737877,
2014/6/17 0:00,4,3.5,4170,9748,2,0,0,3,4170,0,2004,2003,8264 154th Ave SE,Newcastle,WA 98059,USA,6.974682084,39.18534064,0.887154521,
2014/6/17 0:00,4,4,4420,16526,2,0,0,3,4420,0,2013,1923,SE 21st Ct,Sammamish,WA 98075,USA,6.234883982,45.7688969,0.618144386,
2014/6/17 0:00,3,3.5,4360,6240,2,0,3,3,2960,1400,2008,0,6812 Phinney Ave N,Seattle,WA 98103,USA,7.198303826,48.29411426,0.87512415,
2014/6/18 0:00,6,1,1370,5080,1.5,0,0,3,1120,250,1931,0,8828 12th Ave SW,Seattle,WA 98106,USA,6.133118714,18.35814549,0.665934611,
2014/6/18 0:00,2,1,660,5000,1,0,0,3,660,0,1915,0,4100 25th Ave SW,Seattle,WA 98106,USA,6.288105609,35.32623549,0.903001192,
2014/6/18 0:00,1,1,720,4800,1,0,0,3,720,0,1914,1996,8044-8112 Rainier Ave S,Seattle,WA 98118,USA,6.062204832,37.78047176,0.862456765,
2014/6/18 0:00,3,1,1080,8580,1.5,0,0,3,1080,0,1900,2005,14490 57th Ave S,Tukwila,WA 98168,USA,7.860849543,17.10318317,0.701283159,
2014/6/18 0:00,2,1.5,1820,8867,2,0,0,3,1820,0,1921,2000,5206 S 142nd St,Tukwila,WA 98168,USA,7.677891491,13.40835554,0.273720053,
2014/6/18 0:00,2,1,1080,9435,1,0,0,3,1080,0,1958,2004,11915 SE 161st St,Renton,WA 98058,USA,6.406129064,26.29627251,0.795245626,
2014/6/18 0:00,3,1.75,1670,6900,1,0,0,3,1170,500,1978,0,33838 37th Ave SW,Federal Way,WA 98023,USA,6.080201752,21.54785971,0.504235547,
2014/6/18 0:00,2,1,670,10920,1,0,0,3,670,0,1942,1999,10025-10037 31st Ave SW,Seattle,WA 98146,USA,6.794525874,51.89931182,0.050367586,
2014/6/18 0:00,3,2,1260,8092,1,0,0,3,1260,0,1986,0,21611 SE 266th St,Maple Valley,WA 98038,USA,6.582979824,25.3381999,0.597545205,
2014/6/18 0:00,3,1,1130,12519,1,0,0,3,1130,0,1958,2004,834 Lynnwood Ave NE,Renton,WA 98056,USA,7.685996733,25.43214481,0.230579299,
2014/6/18 0:00,2,1,790,11234,1,0,0,4,790,0,1942,1982,17941 Riviera Pl SW,Normandy Park,WA 98166,USA,7.726122994,36.90304392,0.288405242,
2014/6/18 0:00,4,2,2030,9600,1.5,0,0,3,1430,600,1947,2012,4821 S 175th St,SeaTac,WA 98188,USA,6.904960306,15.33131336,0.586518522,
2014/6/18 0:00,4,1.75,1820,8118,1,0,0,4,1080,740,1980,0,12632 SE 214th St,Kent,WA 98031,USA,7.273534589,16.18932042,0.841513644,
2014/6/18 0:00,4,1.75,1770,9011,1,0,0,5,1050,720,1983,0,26418 199th Pl SE,Covington,WA 98042,USA,7.274147961,18.62099757,0.384457237,
2014/6/18 0:00,4,1.5,2050,7100,1,0,0,3,1050,1000,1963,2008,29140 43rd Ave S,Auburn,WA 98001,USA,6.758135177,17.35141997,0.51289994,
2014/6/18 0:00,3,2.25,1584,2800,2,0,0,3,1584,0,2012,1912,1376 43rd St NE,Auburn,WA 98002,USA,7.647831597,20.58223297,0.824856992,
2014/6/18 0:00,3,2.25,1720,9000,1,0,0,4,1320,400,1969,0,3924 SW 316th St,Federal Way,WA 98023,USA,7.794139329,15.83109231,0.88769902,
2014/6/18 0:00,5,1.75,2150,7171,1,0,0,4,1460,690,1970,0,23103 125th Ave SE,Kent,WA 98031,USA,6.35976256,19.52697486,0.283913406,
2014/6/18 0:00,3,1,990,10723,1,0,0,5,990,0,1960,0,12654 156th Ave SE,Renton,WA 98059,USA,7.560698301,34.66065083,0.31467625,
2014/6/18 0:00,4,2.5,2570,9000,1,0,0,4,1590,980,1979,0,33749 29th Ct SW,Federal Way,WA 98023,USA,7.292374001,11.85879787,0.994181831,
2014/6/18 0:00,3,2,1380,8682,1,0,0,4,1380,0,1966,0,19807-19813 10th Pl S,Des Moines,WA 98148,USA,7.753423863,22.34758216,0.830228484,
2014/6/18 0:00,5,2.5,2220,9360,1,0,0,4,1110,1110,1968,0,18820 129th Pl SE,Renton,WA 98058,USA,7.67084696,16.48323531,0.254910709,
2014/6/18 0:00,3,2.5,1700,3575,2,0,0,3,1700,0,2000,0,6729 Shaffer Ave S,Seattle,WA 98108,USA,7.704923083,21.5823035,0.628315733,
2014/6/18 0:00,3,1,910,7700,1,0,0,4,910,0,1971,0,14200-14230 77th Ave NE,Kirkland,WA 98034,USA,7.928868675,36.59799957,0.588602561,
2014/6/18 0:00,3,2.25,1490,1294,2,0,0,3,1220,270,2010,0,5011-5021 Delridge Way SW,Seattle,WA 98106,USA,7.668503212,26.70188512,0.393266174,
2014/6/18 0:00,4,2.5,2660,12672,1,0,0,4,1740,920,1960,2001,820 S 300th St,Federal Way,WA 98003,USA,7.716292959,11.74843398,0.704221701,
2014/6/18 0:00,3,2.5,1730,6368,2,0,0,3,1730,0,1993,0,28001 232nd Pl SE,Maple Valley,WA 98038,USA,7.463078101,21.1024293,0.895192031,
2014/6/18 0:00,4,2.5,1820,6753,2,0,0,3,1820,0,1994,0,24223 232nd Pl SE,Maple Valley,WA 98038,USA,7.013489743,25.03404813,0.062320038,
2014/6/18 0:00,3,2.75,2200,7000,1,0,0,4,1280,920,1977,0,16304 128th Pl SE,Renton,WA 98058,USA,6.565019346,21.7400826,0.239517557,
2014/6/18 0:00,3,2.5,1600,26977,2,0,0,3,1600,0,2005,0,32702 NE 202nd St,Duvall,WA 98019,USA,7.815767526,16.83801373,0.566464722,
2014/6/18 0:00,2,1,940,9839,1,0,0,3,940,0,1910,2006,4100 SW Othello St,Seattle,WA 98136,USA,7.605347891,45.11378541,0.206151032,
2014/6/18 0:00,2,1,1100,4200,1,0,0,3,1100,0,1954,2005,8005 46th Ave SW,Seattle,WA 98136,USA,7.291072581,41.89480257,0.246947435,
2014/6/18 0:00,3,2.5,2640,6715,2,0,0,3,1680,960,1991,0,17917 162nd Pl SE,Renton,WA 98058,USA,7.988030707,16.4658642,0.331121843,
2014/6/18 0:00,3,2.5,1950,6871,2,0,0,3,1950,0,1997,0,2475 NE 182nd Ct,Shoreline,WA 98155,USA,6.449022878,28.46261346,0.385132823,
2014/6/18 0:00,3,3.25,1689,1388,3,0,0,3,1689,0,2008,0,1021 NE 123rd St,Seattle,WA 98125,USA,7.015733279,32.29990384,0.170460336,
2014/6/18 0:00,3,1.75,1050,6150,1.5,0,0,4,950,100,1928,0,3617 48th Ave SW,Seattle,WA 98116,USA,7.515712588,45.1321404,0.948469195,
2014/6/18 0:00,5,2.5,3600,17300,1,0,0,4,2410,1190,1968,0,427 SW 174th St,Normandy Park,WA 98166,USA,6.567458291,12.92230849,0.862368978,
2014/6/18 0:00,4,2,1970,10500,1,0,0,3,1820,150,1961,2004,13666 17th Ave SW,Burien,WA 98166,USA,7.483502912,26.93462962,0.16437684,
2014/6/18 0:00,4,2.5,2020,5501,2,0,0,3,2020,0,2010,0,681 Ilwaco Ave NE,Renton,WA 98059,USA,6.890418099,28.64377833,0.430491471,
2014/6/18 0:00,3,1.75,1270,4800,1,0,0,3,1270,0,1952,2014,7340 35th Ave SW,Seattle,WA 98126,USA,7.57509153,42.29746991,0.222297873,
2014/6/18 0:00,3,2,1670,7700,1,0,0,3,1170,500,1972,2002,10526 NE 139th St,Kirkland,WA 98034,USA,6.227281921,40.76561649,0.001157295,
2014/6/18 0:00,4,2.5,2410,4780,2,0,0,3,2410,0,2000,0,34604 Cottonwood Dr SE,Snoqualmie,WA 98065,USA,7.394579165,22.80244582,0.951705797,
2014/6/18 0:00,3,1.75,1180,4080,1,0,0,4,760,420,1928,0,7341 27th Ave NW,Seattle,WA 98117,USA,7.343968684,50.02341804,0.55076907,
2014/6/18 0:00,3,1.75,1180,14292,1,0,0,3,1180,0,1981,2013,45506 SE Tanner Rd,North Bend,WA 98045,USA,7.080731567,51.9080441,0.210425756,
2014/6/18 0:00,3,3.25,2770,6278,2,0,0,3,1980,790,2006,0,3419 Meadow Ave N,Renton,WA 98056,USA,7.054593983,23.07928585,0.225846897,
