date,number of rooms,security level of the community,residence space,building space,noise level,waterfront,view,air quality level,aboveground space ,basement space,building year,decoration year,district,city,zip code,region,exchange rate,unit price of residence space,unit price of building space,total cost
2014/5/2 0:00,4,2.5,2710,35868,2,0,0,3,2710,0,1989,0,23762 SE 253rd Pl,Maple Valley,WA 98038,USA,6.608323589,18.47969466,0.637290743,
2014/5/2 0:00,4,1.75,2190,125452,1,0,2,3,2190,0,1968,1997,36850 204th Ave SE,Auburn,WA 98092,USA,7.678168411,19.28437187,0.173611323,
2014/5/2 0:00,4,1.75,1600,6380,1,0,0,3,1130,470,1959,1989,2021 NE 100th St,Seattle,WA 98125,USA,6.477085168,44.57218775,0.800590153,
2014/5/2 0:00,4,2.5,2860,3345,2,0,0,3,2190,670,2004,2003,20120 137th Ave NE,Woodinville,WA 98072,USA,6.955319279,25.03850074,0.080754899,
2014/5/2 0:00,3,1.75,2910,35200,1.5,0,0,3,2910,0,1979,2014,3923 229th Pl SE,Sammamish,WA 98075,USA,6.563174597,27.00927889,0.147838292,
2014/5/2 0:00,4,2.5,1940,10500,1,0,0,4,1140,800,1976,1992,9105 170th Ave NE,Redmond,WA 98052,USA,7.562160105,34.21282516,0.605491503,
2014/5/2 0:00,4,2.5,3310,6500,2,0,0,3,3310,0,2012,1912,35229 SE Terrace St,Snoqualmie,WA 98065,USA,7.959386377,19.31345382,0.892532496,
2014/5/2 0:00,3,1.75,2330,14892,1,0,0,3,1970,360,1980,0,1833 220th Pl NE,Sammamish,WA 98074,USA,7.095021468,33.51241054,0.32645507,
2014/5/2 0:00,3,2.5,3240,33151,2,0,2,3,3240,0,1995,0,30822 36th Ct SW,Federal Way,WA 98023,USA,6.70055996,22.99152671,0.472057358,
2014/5/2 0:00,4,2.5,2730,12261,2,0,0,3,2730,0,1991,0,10212 NE 156th Pl,Bothell,WA 98011,USA,6.914442703,30.1026365,0.522184309,
2014/5/2 0:00,3,1.75,2360,7291,1,0,0,4,1360,1000,1948,0,8436-8438 41st Ave SW,Seattle,WA 98136,USA,6.317630578,39.95218402,0.419622599,
2014/5/2 0:00,4,3.25,2730,54014,1,0,0,3,1560,1170,2007,0,9927 174th Ave SE,Renton,WA 98059,USA,6.859682624,21.43094603,0.603650985,
2014/5/2 0:00,4,2.5,2820,8408,2,0,0,3,2820,0,2014,0,17052 4th Ave NE,Shoreline,WA 98155,USA,6.36074285,32.61412019,0.74775745,
2014/5/2 0:00,3,2.25,1750,1572,2.5,0,0,3,1470,280,2005,0,3140 Franklin Ave E,Seattle,WA 98102,USA,6.605479643,53.82956008,0.361369078,
2014/5/2 0:00,4,2.75,2710,37277,2,0,0,3,2710,0,2000,0,26429 SE 154th Pl,Issaquah,WA 98027,USA,6.070141424,30.175049,0.590506907,
2014/5/2 0:00,4,2,1520,6200,1.5,0,0,3,1520,0,1945,2010,6811 55th Ave NE,Seattle,WA 98115,USA,7.608990677,52.72705627,0.639661098,
2014/5/2 0:00,4,2,1820,5000,1.5,0,1,3,1640,180,1945,2010,7201-7399 55th Ave NE,Seattle,WA 98115,USA,6.552606479,52.59560163,0.694634432,
2014/5/2 0:00,4,2.25,2200,11250,1.5,0,0,5,1300,900,1920,0,1036 4th St,Kirkland,WA 98033,USA,6.54788932,46.94727589,0.294687039,
2014/5/2 0:00,3,2.5,2390,6550,1,0,2,4,1440,950,1955,2009,3628 59th Ave SW,Seattle,WA 98116,USA,7.685164244,39.70064556,0.413142668,
2014/5/2 0:00,3,1.75,2240,10578,2,0,0,5,1550,690,1923,0,3225 NE 92nd St,Seattle,WA 98115,USA,6.218582162,53.44904087,0.083231099,
2014/5/2 0:00,5,3.25,3660,11995,2,0,2,3,3660,0,2006,0,7425 Snowberry Ave SE,Snoqualmie,WA 98065,USA,7.802356216,27.35455706,0.041096662,
2014/5/2 0:00,3,2.5,2600,4750,1,0,0,4,1700,900,1951,1999,3314 NW 75th St,Seattle,WA 98117,USA,6.490620422,45.88743882,0.506685368,
2014/5/2 0:00,3,2,2710,4500,1.5,0,0,4,1880,830,1929,0,6222 30th Ave NE,Seattle,WA 98115,USA,6.182380239,48.03713566,0.006247087,
2014/5/2 0:00,4,2.5,3310,42998,2,0,0,3,3310,0,2001,0,15712 NE 136th Pl,Redmond,WA 98052,USA,7.868323021,20.87070607,0.870295411,
2014/5/2 0:00,5,2.75,2910,9480,1.5,0,0,3,2910,0,1939,1969,3534 46th Ave NE,Seattle,WA 98105,USA,6.85237045,58.11719927,0.632999026,
2014/5/3 0:00,3,1,1010,9945,1,0,0,4,1010,0,1973,0,7528 N Fork Rd SE,Snoqualmie,WA 98065,USA,6.4636882,45.27979131,0.22399648,
2014/5/3 0:00,3,2.5,1650,14054,1,0,0,4,1130,520,1986,0,13256 242nd Pl SE,Issaquah,WA 98027,USA,6.520531852,31.91937794,0.39789937,
2014/5/3 0:00,4,2.75,2920,6605,2,0,0,3,2920,0,2012,1912,5608 NE 5th Cir,Renton,WA 98059,USA,6.836105688,29.23092958,0.919304714,
2014/5/4 0:00,4,2.5,2530,9933,2,0,2,3,2010,520,1990,2009,925 48th Ct,Auburn,WA 98092,USA,7.073425123,17.84117072,0.180309302,
2014/5/4 0:00,3,2.5,2200,7350,1,0,0,5,1570,630,1988,0,13420 SE 182nd St,Renton,WA 98058,USA,6.046779165,26.66874788,0.230131761,
2014/5/4 0:00,4,2,2280,6010,1,0,0,3,1140,1140,1900,2005,205-206 Euclid Ave,Seattle,WA 98122,USA,6.270899122,41.8003431,0.805382111,
2014/5/4 0:00,2,2.5,2680,7392,1,0,0,3,2680,0,2004,2003,13134 234th Ct NE,Redmond,WA 98053,USA,6.055589845,46.35523645,0.507155438,
2014/5/4 0:00,3,2.5,2850,7130,2,0,0,3,1990,860,1980,0,151 Euclid Ave,Seattle,WA 98122,USA,6.243772672,42.64539794,0.553386491,
2014/5/5 0:00,2,1,810,7158,1,0,0,5,810,0,1944,0,12807 7th Ave S,Burien,WA 98168,USA,7.296828326,33.86740683,0.111601625,
2014/5/5 0:00,4,1.5,1240,9600,1,0,0,3,1240,0,1971,0,4924 SW 314th Pl,Federal Way,WA 98023,USA,7.591894639,22.2227672,0.148129404,
2014/5/5 0:00,2,1,1200,8063,1,0,0,4,1200,0,1958,1972,20220 8th Ave S,Des Moines,WA 98198,USA,7.72684238,20.77450855,0.631996939,
2014/5/5 0:00,3,1.75,1920,9306,1,0,0,3,1000,920,1984,0,30001-30021 55th Pl S,Auburn,WA 98001,USA,6.049017282,20.3475122,0.154225582,
2014/5/5 0:00,3,2,1550,15040,1,0,0,4,1550,0,1958,1972,18027 SE 128th St,Renton,WA 98059,USA,6.858465508,17.69037562,0.599995338,
2014/5/5 0:00,3,1,1450,6000,1,0,0,4,1450,0,1953,1983,8681 Beacon Ave S,Seattle,WA 98118,USA,6.775490428,27.00854759,0.532693893,
2014/5/5 0:00,3,2,1050,10072,1,0,0,3,1050,0,1986,0,27106 NE Miller St,Duvall,WA 98019,USA,6.198315033,41.94284058,0.432909834,
2014/5/5 0:00,4,2.75,2310,5000,2,0,0,3,2310,0,2006,0,22912 SE 268th Pl,Maple Valley,WA 98038,USA,7.595682627,17.61409043,0.023505356,
2014/5/5 0:00,3,2.5,1880,7838,2,0,0,3,1880,0,1994,0,17717 113th Pl SE,Renton,WA 98055,USA,6.974961159,23.27272804,0.087368553,
2014/5/5 0:00,4,2.5,2370,6500,2,0,0,3,2370,0,1998,2006,12621 SE 300th Way,Auburn,WA 98092,USA,6.745857027,18.17293549,0.854242869,
2014/5/5 0:00,2,1,1140,5250,1.5,0,0,4,1140,0,1949,1985,14017 Roslyn Pl N,Seattle,WA 98133,USA,6.577604475,40.38412794,0.785663493,
2014/5/5 0:00,5,1,1120,9022,1.5,0,0,4,1120,0,1962,0,14150 75th Ave NE,Kirkland,WA 98034,USA,7.428402362,34.95125611,0.734301221,
2014/5/5 0:00,2,1.5,1160,1438,2,0,0,3,1160,0,2001,0,1318 29th Ave S,Seattle,WA 98144,USA,6.508539724,44.08489385,0.76535714,
2014/5/5 0:00,3,3,1571,2017,3,0,0,3,1571,0,2008,0,14359 19th Ave NE,Seattle,WA 98125,USA,6.167811556,36.69200454,0.901732409,
2014/5/5 0:00,4,1.75,1970,9389,1,0,0,5,1140,830,1960,0,1701 N 204th Pl,Shoreline,WA 98133,USA,7.988727564,19.77954402,0.915439769,
2014/5/5 0:00,5,2.5,3090,12750,1,0,0,3,1750,1340,1968,1997,114 SW 292nd St,Federal Way,WA 98023,USA,7.839322233,13.78347004,0.510408619,
2014/5/5 0:00,3,2.5,2230,4000,2,0,0,3,2230,0,1954,2005,2601 21st Ave S,Seattle,WA 98144,USA,7.545823175,23.69181503,0.002764091,
2014/5/5 0:00,2,1.75,2110,9519,1,0,0,2,2110,0,1948,0,2120 NE 168th St,Shoreline,WA 98155,USA,6.737409588,25.49122374,0.586565484,
2014/5/5 0:00,2,1,840,5510,1,0,0,3,840,0,1955,2005,4515 SW Trenton St,Seattle,WA 98136,USA,7.900756381,55.14548224,0.781462605,
2014/5/5 0:00,2,3,1410,1240,2,0,0,3,1140,270,2006,0,9126 45th Ave SW,Seattle,WA 98136,USA,6.625341022,42.62160519,0.832633503,
2014/5/5 0:00,3,2.25,1410,1332,3,0,0,3,1410,0,2005,0,8536 Interlake Ave N,Seattle,WA 98103,USA,6.908543321,41.24035337,0.475519659,
2014/5/5 0:00,3,2.25,1800,36704,1,0,0,4,1360,440,1978,2000,24502 SE Mirrormont Dr,Issaquah,WA 98027,USA,7.950086786,25.48333982,0.155344169,
2014/5/5 0:00,3,2.25,1620,998,2.5,0,0,3,1540,80,2010,0,935 4th Ave NE,Issaquah,WA 98029,USA,7.327000148,34.65283441,0.503238885,
2014/5/5 0:00,3,2.5,1408,989,3,0,0,3,1408,0,2005,0,7809 12th Ave NE,Seattle,WA 98115,USA,6.118290625,48.09515702,0.325188329,
2014/5/5 0:00,3,2,1410,6030,1.5,0,0,4,1410,0,1930,0,901 N 97th St,Seattle,WA 98103,USA,6.595839667,44.50918476,0.102044841,
2014/5/5 0:00,2,2.5,1590,1426,2,0,0,3,1590,0,2014,0,1273 NE Hickory Ln,Issaquah,WA 98029,USA,7.330179162,35.59332312,0.416189243,
2014/5/5 0:00,5,2,1840,9240,1,0,0,4,1540,300,1942,1958,14013 Ashworth Ave N,Seattle,WA 98133,USA,6.53865355,35.9376749,0.043521241,
2014/5/5 0:00,4,2,1480,3844,1.5,0,0,5,1480,0,1928,1970,519 N 104th St,Seattle,WA 98133,USA,7.602079056,38.24649748,0.647986373,
2014/5/5 0:00,3,2.5,3040,4535,2,0,0,3,3040,0,2007,0,2027 Ferndale Ave NE,Renton,WA 98056,USA,7.516168047,20.74148588,0.119541199,
2014/5/5 0:00,4,3,2340,7048,1,0,0,4,1340,1000,1979,0,14319 85th Pl NE,Kirkland,WA 98034,USA,6.458344621,30.77687422,0.436827079,
2014/5/5 0:00,4,1.75,2010,9211,1,0,0,3,1470,540,1977,2004,13313 127th Pl NE,Kirkland,WA 98034,USA,7.811246113,27.18221119,0.845147531,
2014/5/5 0:00,4,2.5,2910,6479,2,0,0,3,2910,0,2006,0,34010 SE Sorenson St,Snoqualmie,WA 98065,USA,7.7491122,21.08736288,0.467702963,
2014/5/5 0:00,4,1,2070,7519,1,0,0,3,1160,910,1963,2008,2506 166th Ave NE,Bellevue,WA 98008,USA,7.055712921,32.97635943,0.365105238,
2014/5/5 0:00,3,2.5,1790,2700,2,0,0,3,1790,0,2010,0,4532 185th Ave SE,Issaquah,WA 98027,USA,6.034671033,47.05977576,0.095584981,
2014/5/5 0:00,3,1.75,1560,5520,1,0,0,4,780,780,1944,0,3434 33rd Ave W,Seattle,WA 98199,USA,7.113558836,45.30498427,0.541008913,
2014/5/5 0:00,5,2.75,2740,8426,1,0,0,4,1370,1370,1960,2001,5211 116th Pl SE,Bellevue,WA 98006,USA,6.09387286,30.70426814,0.554060644,
2014/5/5 0:00,4,2.5,2910,6338,2,0,0,3,2910,0,2008,0,16026 SE 137th Terrace,Renton,WA 98059,USA,6.341038861,29.17631044,0.264406739,
2014/5/5 0:00,3,2.5,1940,3211,2,0,0,3,1940,0,2009,0,4509 185th Ave SE,Issaquah,WA 98027,USA,6.071957364,45.67067257,0.872843061,
2014/5/5 0:00,3,2.5,1900,8744,2,0,0,3,1900,0,1987,2000,22314 NE 11th Pl,Sammamish,WA 98074,USA,7.310999816,36.48478406,0.832092975,
2014/5/5 0:00,3,2.25,2010,6000,1,0,0,3,1330,680,1975,0,10204 168th Pl NE,Redmond,WA 98052,USA,6.278156551,44.4799862,0.231034997,
2014/5/5 0:00,2,1,2540,7000,1,0,0,5,1320,1220,1942,0,8624 Island Dr S,Seattle,WA 98118,USA,6.116115297,34.8480701,0.902476934,
2014/5/5 0:00,2,1,1770,8640,1.5,0,0,3,1520,250,1949,1998,353 NW 88th St,Seattle,WA 98117,USA,7.038668541,44.5317359,0.496659397,
2014/5/5 0:00,3,1.75,1670,39639,1,0,0,4,1670,0,1976,1992,1804 E Beaver Lake Dr SE,Sammamish,WA 98075,USA,7.064966637,38.26699094,0.530291284,
2014/5/5 0:00,3,1.75,1880,6360,1,0,0,4,1040,840,1945,0,8040 39th Ave NE,Seattle,WA 98115,USA,7.43392241,40.99982141,0.570979299,
2014/5/5 0:00,4,1.75,2300,11700,1,0,0,4,1960,340,1977,0,18427 NE 26th Way,Redmond,WA 98052,USA,6.416538914,39.66931172,0.393730524,
2014/5/5 0:00,3,2,1800,5000,1,0,0,4,1080,720,1942,1982,2803 NE 62nd St,Seattle,WA 98115,USA,7.315469218,44.25119854,0.978941841,
2014/5/5 0:00,4,2.25,1990,7712,1,0,0,3,1210,780,1973,2013,18915 SE 42nd Pl,Issaquah,WA 98027,USA,7.249852838,43.08621596,0.096336142,
2014/5/5 0:00,4,2.5,2440,6651,2,0,0,3,2440,0,2014,0,9288-9358 Holman Rd NW,Seattle,WA 98117,USA,7.57440661,33.48089222,0.254998288,
2014/5/5 0:00,3,1.5,2160,9000,1,0,2,4,1400,760,1949,1985,13026 10th Ave NW,Seattle,WA 98177,USA,6.67339354,43.21504964,0.45080127,
2014/5/5 0:00,3,2.5,1680,2000,3,0,0,3,1680,0,1909,1998,3503 NE 44th St,Seattle,WA 98105,USA,7.704273264,50.98572821,0.654350427,
2014/5/5 0:00,3,2.5,2490,4343,2,0,0,3,2490,0,2003,0,3187 NE Larkspur Ln,Issaquah,WA 98029,USA,6.6463109,42.19950489,0.242756085,
2014/5/5 0:00,4,2.5,2450,4247,2,0,0,3,2450,0,2013,1923,17122 NE 117th St,Redmond,WA 98052,USA,7.618508304,36.67224695,0.856039474,
2014/5/5 0:00,4,2.5,3180,21904,2,0,3,3,3180,0,2000,0,17132 SE 100th St,Renton,WA 98059,USA,6.736605589,32.31258718,0.300129191,
2014/5/5 0:00,4,2.5,2800,5900,1,0,0,3,1660,1140,1963,2008,7052 39th Ave NE,Seattle,WA 98115,USA,7.553723257,33.7219367,0.69735961,
2014/5/5 0:00,4,2.5,2120,10202,1,0,0,4,1620,500,1960,2001,12645 SE 27th St,Bellevue,WA 98005,USA,7.402041283,46.68081903,0.297545028,
2014/5/5 0:00,3,2,2350,5700,1.5,0,0,4,1810,540,1939,1989,2171 Boyer Ave E,Seattle,WA 98112,USA,7.767724558,40.81902087,0.56200521,
2014/5/5 0:00,4,2.5,2730,10281,2,0,2,3,2730,0,1996,0,23140 NE 14th Ct,Sammamish,WA 98074,USA,6.387260194,44.33897571,0.104336536,
2014/5/5 0:00,3,2.5,3240,7857,2,0,0,3,3240,0,1994,0,22721-22727 SE 27th St,Sammamish,WA 98075,USA,6.909407491,33.9943749,0.718135887,
2014/5/5 0:00,5,2.5,3180,13806,2,0,0,4,3180,0,1990,0,11821 NE 48th Pl,Kirkland,WA 98033,USA,6.663166777,33.84671427,0.90978183,
2014/5/5 0:00,6,1.75,2920,5000,2.5,0,0,4,2780,140,1908,0,125 29th Ave,Seattle,WA 98122,USA,7.871275749,34.20826756,0.933848515,
2014/5/5 0:00,4,2.5,3400,9692,2,0,0,3,3400,0,2007,0,12001 173rd Pl NE,Redmond,WA 98052,USA,7.792567538,29.98246108,0.471665458,
2014/5/5 0:00,4,3,2170,4000,2,0,0,4,1610,560,1982,2011,120 31st Ave E,Seattle,WA 98112,USA,7.088075843,53.14707104,0.477501922,
2014/5/5 0:00,4,3,3690,9892,2,0,0,3,3690,0,1998,2006,1765 267th Ct SE,Sammamish,WA 98075,USA,6.062798931,38.18821845,0.177805433,
2014/5/5 0:00,4,4.25,4420,5750,2,0,0,3,3410,1010,2006,0,842 Summerhill Ridge Dr NW,Issaquah,WA 98027,USA,7.821919405,25.00611621,0.566222655,
2014/5/5 0:00,5,3.5,4490,6000,2,0,0,3,3200,1290,2006,0,792 Summerhill Ridge Dr NW,Issaquah,WA 98027,USA,6.28604995,30.9453368,0.439797692,
2014/5/5 0:00,5,2.75,3190,16920,1,0,3,3,1690,1500,1976,0,4529 135th Ave SE,Bellevue,WA 98006,USA,7.330325503,40.58254727,0.653300943,
2014/5/5 0:00,5,3.5,4010,8510,2,0,1,5,2850,1160,1971,0,3930 NE Belvoir Pl,Seattle,WA 98105,USA,6.285942376,54.34275984,0.471127878,
2014/5/5 0:00,7,8,13540,307752,3,0,4,3,9410,4130,1999,0,26408 NE 70th St,Redmond,WA 98053,USA,7.442177152,14.36791487,0.363345796,
2014/5/6 0:00,3,1.5,1420,8580,1,0,0,3,1420,0,1962,2003,32827 22nd Ave SW,Federal Way,WA 98023,USA,7.274198783,11.21269518,0.331343367,
2014/5/6 0:00,3,1,1010,7034,1,0,0,3,1010,0,1954,2005,207 NW 5th St,Renton,WA 98057,USA,6.203209507,21.02726981,0.991421676,
2014/5/6 0:00,3,1.5,800,8850,1,0,0,4,800,0,1959,0,1003 SW 307th St,Federal Way,WA 98023,USA,7.99793349,20.96490151,0.803304816,
2014/5/6 0:00,3,1.75,1690,7735,1,0,0,4,1060,630,1976,1992,30020 43rd Pl S,Auburn,WA 98001,USA,6.403011363,14.33659698,0.845239114,
2014/5/6 0:00,3,1.75,1850,7684,1,0,0,3,1320,530,1979,2014,33945 28th Pl SW,Federal Way,WA 98023,USA,7.304641389,16.11566936,0.003910768,
2014/5/6 0:00,2,1,900,5160,1,0,0,3,900,0,1952,2008,8652 17th Ave SW,Seattle,WA 98106,USA,6.026750745,37.44938414,0.51037653,
2014/5/6 0:00,3,1.75,1490,8366,1,0,0,4,1010,480,1975,0,25305 151st Pl SE,Covington,WA 98042,USA,6.912240622,17.17783945,0.987091488,
2014/5/6 0:00,3,1,1050,6874,1,0,0,3,1050,0,1954,2005,18305 Dayton Ave N,Shoreline,WA 98133,USA,6.709705365,34.83412808,0.099450933,
2014/5/6 0:00,3,2.5,1650,13816,2,0,0,3,1650,0,1998,2006,32000-32072 NE 55th St,Carnation,WA 98014,USA,6.377775256,19.38003374,0.772368618,
2014/5/6 0:00,3,1.75,1580,8151,1,0,1,4,1100,480,1962,0,1629 S 261st Pl,Des Moines,WA 98198,USA,7.545590932,18.92372086,0.882717613,
2014/5/6 0:00,3,2.25,1970,11088,1,0,0,4,1180,790,1967,0,18738-18798 49th Pl NE,Lake Forest Park,WA 98155,USA,7.447117983,13.88529598,0.923918147,
2014/5/6 0:00,3,1.75,1630,11800,1,0,0,4,1630,0,1971,0,12525 458th Ave SE,North Bend,WA 98045,USA,6.37180511,22.47601045,0.619296129,
2014/5/6 0:00,4,2.5,2000,5390,2,0,0,3,2000,0,2003,0,25434 160th Ave SE,Kent,WA 98042,USA,7.262736465,17.19430384,0.874788592,
2014/5/6 0:00,3,2.25,1980,8000,1,0,0,4,1560,420,1974,0,31966 36th Ave SW,Federal Way,WA 98023,USA,6.033263716,23.82110941,0.216224399,
2014/5/6 0:00,4,2,1300,7054,1,0,0,3,1300,0,1950,2013,2815 SW 107th St,Seattle,WA 98146,USA,6.741871239,30.43001107,0.952500504,
2014/5/6 0:00,3,1,1510,6083,1,0,0,4,860,650,1940,2001,415 NE 94th St,Seattle,WA 98115,USA,7.857909498,23.76977481,0.667600595,
2014/5/6 0:00,4,2.5,1890,6156,1,0,0,3,980,910,1980,0,5631 17th Ave SW,Seattle,WA 98106,USA,7.039593149,23.58560983,0.258388274,
2014/5/6 0:00,2,1,720,6687,1,0,0,3,720,0,1942,1999,9712 4th Ave NW,Seattle,WA 98117,USA,7.767954241,57.89920477,0.106344108,
2014/5/6 0:00,4,2.5,2331,3826,2,0,0,3,2331,0,2007,0,11853 SE 176th Ct,Renton,WA 98058,USA,7.315431444,19.03981183,0.726288555,
2014/5/6 0:00,3,1,1110,6250,1,0,0,3,1110,0,1956,2001,3230 NE 95th St,Seattle,WA 98115,USA,6.941293279,43.14853523,0.28922869,
2014/5/6 0:00,3,1,1350,7740,1,0,0,4,860,490,1947,1988,11051 35th Ave NE,Seattle,WA 98125,USA,7.80106809,33.15129511,0.064078235,
2014/5/6 0:00,4,2,2680,18768,1,0,0,5,2680,0,1965,0,31607-31633 44th Ave S,Auburn,WA 98001,USA,7.685638568,12.5913648,0.697770274,
2014/5/6 0:00,3,2.25,1640,14374,1,0,0,4,1140,500,1963,0,17253 Ambaum Blvd S,Burien,WA 98148,USA,7.347036227,21.38125251,0.988334114,
2014/5/6 0:00,3,1.5,1310,8160,1,0,0,3,1310,0,1950,2005,13714 Ashworth Ave N,Seattle,WA 98133,USA,6.786610867,39.14226847,0.307107333,
2014/5/6 0:00,3,1.5,1410,9647,1,0,0,3,1410,0,1961,2004,18048 3rd Ave NW,Shoreline,WA 98177,USA,7.126380899,36.52400571,0.007266998,
2014/5/6 0:00,3,2,1270,1320,3,0,0,3,1270,0,2006,0,8846 Midvale Ave N,Seattle,WA 98103,USA,6.195681903,47.00404153,0.011976373,
