date,number of rooms,security level of the community,residence space,building space,noise level,waterfront,view,air quality level,aboveground space ,basement space,building year,decoration year,district,city,zip code,region,exchange rate,unit price of residence space,unit price of building space,total cost
2014/5/19 0:00,5,2.75,2190,12687,1,0,0,5,1370,820,1978,0,20402 63rd Ave NE,Kenmore,WA 98028,USA,7.553845594,26.27895457,0.117589953,
2014/5/19 0:00,3,1.5,1710,4500,1.5,0,0,3,1410,300,1928,1954,5151 S Othello St,Seattle,WA 98118,USA,7.606631484,35.35875074,0.06066966,
2014/5/19 0:00,5,1.75,1250,10530,1,0,0,4,1250,0,1966,0,4 151st Pl NE,Bellevue,WA 98007,USA,6.667080905,53.93157913,0.178653404,
2014/5/19 0:00,3,1.75,1630,28600,1,0,0,3,1630,0,1967,2011,14926 NE 202nd St,Woodinville,WA 98072,USA,7.126006803,27.329041,0.719135289,
2014/5/19 0:00,4,2.5,3060,10043,1,0,0,4,1700,1360,1968,0,15024 Wallingford Ave N,Shoreline,WA 98133,USA,6.594629926,21.86572523,0.509726519,
2014/5/19 0:00,2,1,1490,3825,1,0,0,3,860,630,1929,0,7008 19th Ave NW,Seattle,WA 98117,USA,6.96601589,45.49116084,0.106237435,
2014/5/19 0:00,3,2.5,1350,2053,3,0,0,3,1350,0,2005,0,2313 NW 65th St,Seattle,WA 98117,USA,7.985354063,44.09834665,0.098193001,
2014/5/19 0:00,3,2.25,1450,1445,2,0,0,3,980,470,2005,0,1820 24th Ave,Seattle,WA 98122,USA,7.67995265,42.48841958,0.842698812,
2014/5/19 0:00,3,1.75,2200,7706,2,0,2,3,2200,0,1908,1988,23902 6th Ave S,Des Moines,WA 98198,USA,7.749889036,26.756752,0.482310771,
2014/5/19 0:00,3,1,1500,4100,1.5,0,0,3,1370,130,1926,2003,816 NW Market St,Seattle,WA 98107,USA,6.354937591,48.42889858,0.896405259,
2014/5/19 0:00,2,2.25,1260,1240,3,0,0,3,1260,0,2004,2003,3646 Dayton Ave N,Seattle,WA 98103,USA,7.812337907,49.10455592,0.168990002,
2014/5/19 0:00,4,2,1690,3250,1.5,0,0,3,1550,140,1901,0,4800-4898 Whitman Ave N,Seattle,WA 98103,USA,6.288574275,44.55993921,0.669382801,
2014/5/19 0:00,3,2.5,1680,2096,2,0,0,3,1380,300,2008,0,8354 11th Ave NW,Seattle,WA 98117,USA,7.92659076,38.35397107,0.436539696,
2014/5/19 0:00,3,1.75,1890,3825,1,0,0,3,1290,600,1974,0,7360 19th Ave NW,Seattle,WA 98117,USA,7.612111684,35.37193117,0.55150771,
2014/5/19 0:00,3,3.5,2320,3174,2,0,0,3,2060,260,1997,0,12418 NE 100th St,Kirkland,WA 98033,USA,6.90562848,32.7796126,0.220632374,
2014/5/19 0:00,4,1,1660,4690,1.5,0,0,3,1260,400,1945,2010,7353 16th Ave NW,Seattle,WA 98117,USA,6.370639436,51.96019575,0.351671434,
2014/5/19 0:00,4,2.25,2110,10698,2,0,0,4,2110,0,1979,0,4621 193rd Pl SE,Issaquah,WA 98027,USA,6.420250437,38.72345429,0.588550111,
2014/5/19 0:00,3,2.25,2030,9791,1,0,0,4,1500,530,1984,0,13322 SE 77th Ct,Newcastle,WA 98059,USA,6.781967207,37.08717504,0.93229188,
2014/5/19 0:00,4,2.5,2500,4945,2,0,0,3,2500,0,2013,1923,34115 SE Ash St,Snoqualmie,WA 98065,USA,7.16155867,30.3396569,0.898006454,
2014/5/19 0:00,3,2.25,2030,7350,1,0,0,4,1190,840,1977,0,10510 160th Ave NE,Redmond,WA 98052,USA,7.581537143,37.29531039,0.25134035,
2014/5/19 0:00,5,1.75,3290,11900,1.5,0,0,3,3290,0,1973,2013,6305 150th Ave NE,Redmond,WA 98052,USA,7.224261119,23.57845132,0.483799699,
2014/5/19 0:00,4,2.5,2460,4200,2,0,0,3,2460,0,1998,2006,23911 SE 6th St,Redmond,WA 98074,USA,6.738553132,35.30186029,0.911835043,
2014/5/19 0:00,4,2.5,3430,64441,2,0,0,3,3430,0,2013,1923,19585-19799 204th Ave NE,Woodinville,WA 98077,USA,7.630056818,19.87840807,0.256204484,
2014/5/19 0:00,3,2,1610,5100,1.5,0,0,5,1610,0,1940,0,7341 20th Ave NE,Seattle,WA 98115,USA,7.494768218,54.69669996,0.784810665,
2014/5/19 0:00,4,3.25,5010,34460,2,0,0,3,5010,0,1988,2000,6265 160th Ave SE,Bellevue,WA 98006,USA,7.588737677,14.25064033,0.574348615,
2014/5/19 0:00,3,1.75,2010,4905,1,0,0,5,1230,780,1912,0,901 18th Ave,Seattle,WA 98122,USA,6.222329524,54.33356419,0.670254017,
2014/5/19 0:00,4,2.5,2660,10452,2,0,0,3,2660,0,1993,0,10805 177th Ct NE,Redmond,WA 98052,USA,7.353156285,36.5025042,0.533901171,
2014/5/19 0:00,5,2,3370,5000,1.5,0,0,4,2140,1230,1907,0,365 Crockett St,Seattle,WA 98109,USA,6.078752103,36.58630728,0.411764084,
2014/5/19 0:00,4,2.5,3480,59242,2,0,0,3,3480,0,1988,2000,17822 NE 154th St,Woodinville,WA 98072,USA,7.640672218,23.72813728,0.395626364,
2014/5/19 0:00,2,2.5,2380,9374,1,0,2,3,2380,0,2011,0,12449 240th Pl NE,Redmond,WA 98053,USA,7.061529466,47.45767899,0.308262378,
2014/5/19 0:00,4,3.5,2640,5900,2,0,2,3,2640,0,1937,1998,6728 40th Ave SW,Seattle,WA 98136,USA,7.145178238,43.95203306,0.496267088,
2014/5/19 0:00,5,3.25,4180,49222,2,0,0,4,2880,1300,1979,0,18524 SE 60th St,Issaquah,WA 98027,USA,6.039872636,32.34620154,0.17614245,
2014/5/19 0:00,4,2.75,2730,3560,1.5,0,0,3,1550,1180,1921,2007,6211 Ravenna Ave NE,Seattle,WA 98115,USA,7.005920624,45.38814942,0.677550612,
2014/5/19 0:00,2,1.75,2430,23400,1,0,4,3,2430,0,1951,1994,18200-18298 13th Ave NW,Shoreline,WA 98177,USA,6.367821716,57.68293344,0.720942062,
2014/5/19 0:00,4,2.5,3190,8684,1,0,3,5,1680,1510,1967,0,4625 Somerset Dr SE,Bellevue,WA 98006,USA,6.948650046,53.24039562,0.594329575,
2014/5/19 0:00,4,3.5,3410,10769,2,0,0,3,3410,0,2008,0,10635 SE 2nd St,Bellevue,WA 98004,USA,7.954573208,50.63163433,0.36902982,
2014/5/20 0:00,3,1.75,1140,9628,1,0,0,4,1140,0,1969,0,34403 30th Ave SW,Federal Way,WA 98023,USA,6.598656873,12.43095503,0.428738032,
2014/5/20 0:00,2,1,950,7692,1,0,0,3,950,0,1926,2003,12516 Military Rd S,Seattle,WA 98168,USA,6.077965595,27.64684645,0.702974214,
2014/5/20 0:00,1,1,820,1060,1,0,0,3,760,60,2007,0,6017-6199 31st Ave SW,Seattle,WA 98126,USA,6.29271357,36.9133187,0.528665946,
2014/5/20 0:00,3,1,1050,5000,1,0,0,4,1050,0,1967,0,602 Tacoma Ave NE,Renton,WA 98056,USA,7.342313047,24.96135557,0.205989827,
2014/5/20 0:00,4,2,1700,6025,1,0,0,3,1700,0,1978,0,606 5th St SE,Auburn,WA 98002,USA,6.501226316,17.69622387,0.26601644,
2014/5/20 0:00,3,1.5,1650,9936,1,0,0,3,1090,560,1967,2011,425 S 305th St,Federal Way,WA 98003,USA,6.946207356,14.70546421,0.744841552,
2014/5/20 0:00,2,1,1770,5522,1.5,0,0,4,960,810,1943,0,8040 S 118th St,Seattle,WA 98178,USA,7.508453123,17.90326026,0.122193582,
2014/5/20 0:00,4,1.5,2500,6300,1,0,0,4,1500,1000,1961,2001,24911-24917 38th Ave S,Kent,WA 98032,USA,7.654240137,11.68287221,0.548326158,
2014/5/20 0:00,4,2,1960,7560,1,0,0,5,1160,800,1978,0,12206 SE 217th St,Kent,WA 98031,USA,7.418846482,13.91818273,0.848984513,
2014/5/20 0:00,3,1,1320,8625,1,0,0,4,1320,0,1957,2001,2931 NE 5th Pl,Renton,WA 98056,USA,6.892260149,28.15519826,0.047944639,
2014/5/20 0:00,4,2.5,1990,6671,2,0,0,3,1990,0,1989,0,32819 17th Ave SW,Federal Way,WA 98023,USA,7.284911368,15.39063844,0.758932279,
2014/5/20 0:00,3,1.75,1570,7775,2,0,0,3,1570,0,1982,0,9226 S 239th Pl,Kent,WA 98031,USA,6.554715126,24.29992306,0.253750326,
2014/5/20 0:00,2,1,790,8424,1,0,0,4,790,0,1953,1983,556 N 167th St,Shoreline,WA 98133,USA,7.815091981,38.83421187,0.436559118,
2014/5/20 0:00,4,2.5,1860,6687,1,0,0,4,1220,640,1983,0,22027 117th Ave SE,Kent,WA 98031,USA,7.981011792,14.67103988,0.959076048,
2014/5/20 0:00,2,1,870,5340,1.5,0,0,2,870,0,1906,0,2019 24th Ave S,Seattle,WA 98144,USA,6.067441605,48.04842495,0.545615545,
2014/5/20 0:00,3,2.5,2090,4700,2,0,0,3,2090,0,2002,0,17814 SE 257th St,Covington,WA 98042,USA,6.257616551,21.8792274,0.097049581,
2014/5/20 0:00,3,1.75,1560,9788,1,0,0,3,1560,0,1964,2000,12816 84th Ave S,Seattle,WA 98178,USA,6.543571778,27.23648383,0.20251435,
2014/5/20 0:00,3,1,910,8000,1,0,0,4,740,170,1950,1983,20013 15th Ave NW,Shoreline,WA 98177,USA,6.479285336,44.69445125,0.702716904,
2014/5/20 0:00,6,5.25,2860,5682,2,0,0,3,2860,0,1978,0,606 5th St SE,Auburn,WA 98002,USA,6.299830556,16.59744108,0.026689007,
2014/5/20 0:00,3,1,2120,7735,1,0,0,4,1060,1060,1967,0,12840 163rd Ave SE,Renton,WA 98059,USA,7.302841306,19.17764465,0.054724582,
2014/5/20 0:00,3,1,1090,9900,1,0,0,4,1090,0,1955,2009,13424 NE 80th St,Redmond,WA 98052,USA,7.512616968,28.52612464,0.892863298,
2014/5/20 0:00,2,2.5,1590,2656,2,0,0,3,1220,370,2009,0,5937 Delridge Way SW,Seattle,WA 98106,USA,6.193858055,29.31707888,0.98952342,
2014/5/20 0:00,3,1,1092,7500,1.5,0,0,3,1092,0,1918,0,7757 15th Ave SW,Seattle,WA 98106,USA,7.861206011,31.72106435,0.622339161,
2014/5/20 0:00,3,2.25,1400,31626,1,0,0,2,1140,260,1987,0,20515 SE 333rd Pl,Auburn,WA 98092,USA,7.675670703,18.92304165,0.459953856,
2014/5/20 0:00,2,1,790,6969,1,0,0,3,790,0,1955,1984,10830 132nd Ave NE,Redmond,WA 98052,USA,7.863062118,42.89715225,0.885633325,
2014/5/20 0:00,3,1.75,1280,10716,1,0,0,4,1280,0,1969,0,14201-14211 146th Pl SE,Renton,WA 98059,USA,7.634310233,26.56589697,0.702391468,
2014/5/20 0:00,3,1.75,1480,7225,1,0,0,4,1480,0,1965,0,2525 NE 24th St,Renton,WA 98056,USA,7.799849096,27.03387037,0.140665273,
2014/5/20 0:00,4,2.25,1870,9680,1,0,0,4,1170,700,1959,0,12813 81st Ave NE,Kirkland,WA 98034,USA,6.367444236,25.05016372,0.433582703,
2014/5/20 0:00,6,3,1880,7200,1,0,0,4,1880,0,1966,0,1178 Camas Ave NE,Renton,WA 98056,USA,6.160540436,25.92529171,0.580262069,
2014/5/20 0:00,4,2.5,1600,6765,1,0,0,3,830,770,1947,2011,6048 26th Ave SW,Seattle,WA 98106,USA,7.778720748,24.55557419,0.444339025,
2014/5/20 0:00,3,2.5,2170,4905,2,0,0,3,2170,0,2004,2003,22639 SE 280th Pl,Maple Valley,WA 98038,USA,7.738262028,18.18220998,0.647689336,
2014/5/20 0:00,4,2.5,2303,3680,2,0,0,3,2303,0,2013,1923,38068 41st Pl S,Auburn,WA 98001,USA,7.231689935,19.18364232,0.394529283,
2014/5/20 0:00,3,1,1180,43124,1,0,0,4,1180,0,1959,0,8442-8514 WA-900,Issaquah,WA 98027,USA,6.032426396,14.36440227,0.875483748,
2014/5/20 0:00,2,1,860,8308,1,0,0,4,860,0,1948,0,3522 SW 107th St,Seattle,WA 98146,USA,6.445719928,54.07436602,0.564854227,
2014/5/20 0:00,3,1,1060,10050,1,0,0,4,1060,0,1967,0,8136 NE 147th Pl,Kenmore,WA 98028,USA,7.980525375,35.22375039,0.46169262,
2014/5/20 0:00,3,1.5,1240,11200,1,0,0,4,1240,0,1954,1979,15154 SE Newport Way,Bellevue,WA 98006,USA,7.576940881,33.73659317,0.330313607,
2014/5/20 0:00,5,3.5,2800,5120,2.5,0,0,3,2800,0,1903,2005,352 17th Ave,Seattle,WA 98122,USA,7.054065549,16.17676751,0.722280191,
2014/5/20 0:00,4,2.25,2220,6953,2,0,0,4,2220,0,1999,0,22507 SE 279th St,Maple Valley,WA 98038,USA,7.429972154,18.65194119,0.819673927,
2014/5/20 0:00,4,1.75,1590,10523,2,0,0,4,1590,0,1922,0,14556 Stone Ave N,Shoreline,WA 98133,USA,7.244903594,32.20462681,0.019965442,
2014/5/20 0:00,2,1,1150,4000,1,0,0,3,1150,0,1947,2012,2825 W Elmore St,Seattle,WA 98199,USA,7.753630526,39.54938996,0.7529034,
2014/5/20 0:00,4,3,2800,9764,2,0,0,3,2800,0,2002,0,24729 SE 276th Pl,Maple Valley,WA 98038,USA,7.013030323,17.82304149,0.438379189,
2014/5/20 0:00,3,1.75,1690,1468,2,0,0,3,1380,310,2008,0,4355 Jill Pl S,Seattle,WA 98108,USA,7.458410985,29.56789264,0.667201396,
2014/5/20 0:00,3,2.5,1700,4000,2,0,0,3,1700,0,2003,0,35131 SE Ridge St,Snoqualmie,WA 98065,USA,7.944348631,27.8310105,0.25588236,
2014/5/20 0:00,3,1.5,1490,9630,1,0,0,4,1490,0,1959,0,6428 NE 184th St,Kenmore,WA 98028,USA,6.193050777,36.98832993,0.732486126,
2014/5/20 0:00,2,2.25,1230,1280,2,0,0,3,960,270,2012,1912,801-921 Martin Luther King Jr Way S,Seattle,WA 98144,USA,6.37759613,48.81029412,0.503522671,
2014/5/20 0:00,4,1,1320,4440,1.5,0,0,3,1320,0,1929,0,1505 29th Ave,Seattle,WA 98122,USA,7.144452469,40.66966316,0.124759196,
2014/5/20 0:00,4,2.25,1770,33132,1,0,0,4,1190,580,1965,0,14223 SE 179th Pl,Renton,WA 98058,USA,7.199969565,24.13814406,0.345357378,
2014/5/20 0:00,3,1.5,1080,2940,1.5,0,0,4,1080,0,1920,0,7505 Ravenna Ave NE,Seattle,WA 98115,USA,7.83562632,45.23584619,0.529272687,
2014/5/20 0:00,2,1,1730,6375,2,0,0,4,1730,0,1945,0,7358 28th Ave SW,Seattle,WA 98126,USA,7.739465258,26.3811558,0.880649642,
2014/5/20 0:00,5,2.5,2430,4781,2,0,0,3,2430,0,2001,0,16819 SE 171st Pl,Renton,WA 98058,USA,6.563895879,23.93596267,0.739755752,
2014/5/20 0:00,3,2.5,1800,3168,2,0,0,3,1800,0,2014,0,7416 Better Way Loop SE,Snoqualmie,WA 98065,USA,6.929527222,32.1529179,0.376621026,
2014/5/20 0:00,3,2.25,1970,2377,2,0,0,3,1680,290,2008,0,4351 Jill Pl S,Seattle,WA 98108,USA,7.135189993,28.98772573,0.444514904,
2014/5/20 0:00,4,1.75,1940,6909,1,0,0,4,970,970,1941,1998,11207 Evanston Ave N,Seattle,WA 98133,USA,7.587321477,25.77471254,0.831952171,
2014/5/20 0:00,4,2.5,2800,8494,2,0,0,3,2800,0,2004,2003,24957 SE 279th St,Maple Valley,WA 98038,USA,6.469930949,21.71145007,0.594654089,
2014/5/20 0:00,3,1.75,1200,4500,1,0,0,5,1200,0,1906,0,5206 13th Ave S,Seattle,WA 98108,USA,6.326316286,56.07310847,0.151625426,
2014/5/20 0:00,3,2,2010,251341,2,0,0,3,1510,500,2003,0,16103 Kelly Rd NE,Duvall,WA 98019,USA,7.858828441,19.18335401,0.068839553,
2014/5/20 0:00,3,1.5,1270,1443,3,0,0,3,1270,0,2007,0,9608 Roosevelt Way NE,Seattle,WA 98115,USA,7.932405669,42.90270935,0.680686127,
2014/5/20 0:00,2,1.75,1300,4000,2,0,0,3,1300,0,1948,1994,5501 37th Ave NE,Seattle,WA 98105,USA,7.168044513,46.81493986,0.13103139,
2014/5/20 0:00,3,1.5,2060,44866,1,0,0,3,2060,0,1953,0,21533 NE Woodinville Duvall Rd,Woodinville,WA 98077,USA,6.727734571,23.29424891,0.421279971,
2014/5/20 0:00,4,1,1210,3760,1.5,0,0,3,1210,0,1900,2005,1106 N 80th St,Seattle,WA 98103,USA,6.638467059,55.59771927,0.216693605,
2014/5/20 0:00,1,2.25,2140,10350,1,0,0,3,1470,670,1976,0,14634 128th Ave NE,Woodinville,WA 98072,USA,6.243664938,31.68606558,0.535862064,
2014/5/20 0:00,3,2.25,1270,1213,2,0,0,3,1040,230,2005,0,1427 NW 62nd St,Seattle,WA 98107,USA,7.125326355,50.72126432,0.927330515,
2014/5/20 0:00,4,1.75,1650,7775,1,0,0,4,1150,500,1950,1983,11726 Phinney Ave N,Seattle,WA 98133,USA,7.880876727,36.26418978,0.056150325,
2014/5/20 0:00,4,2.75,2050,3960,1,0,0,4,1180,870,1986,0,2612 49th Ave SW,Seattle,WA 98116,USA,6.71732297,34.45409707,0.20862086,
2014/5/20 0:00,2,1.75,1480,5120,1,0,0,4,840,640,1951,1999,4844 47th Ave SW,Seattle,WA 98116,USA,7.666459854,41.6172161,0.299117942,
2014/5/20 0:00,5,3.5,4460,2975,3,0,2,3,3280,1180,2013,1923,1400 10th Ave W,Seattle,WA 98119,USA,6.724530793,15.71896567,0.928050636,
2014/5/20 0:00,3,1,1910,8190,1,0,0,4,1010,900,1946,1989,9237 7th Ave NW,Seattle,WA 98117,USA,7.022158335,32.35462285,0.97457707,
2014/5/20 0:00,4,1.75,2090,4300,1.5,0,0,4,1250,840,1925,1968,5011 SW Dawson St,Seattle,WA 98136,USA,6.019230173,38.30324364,0.468957316,
2014/5/20 0:00,5,3.5,3200,43560,2,0,0,3,3200,0,1989,0,18460 SE 143rd St,Renton,WA 98059,USA,6.717604443,22.14664614,0.081602032,
2014/5/20 0:00,3,2,2020,8118,1,0,0,3,1020,1000,1963,2008,16630 SE 26th St,Bellevue,WA 98008,USA,7.911380912,30.42431012,0.331483955,
2014/5/20 0:00,4,2.5,2670,8765,2,0,0,3,2670,0,2006,0,5407 NE 3rd Pl,Renton,WA 98059,USA,7.256320918,25.75944374,0.250415338,
2014/5/20 0:00,4,2,1820,9350,1,0,0,4,1820,0,1967,0,2019 182nd Ave NE,Redmond,WA 98052,USA,7.380660753,38.21222835,0.095678299,
2014/5/20 0:00,4,3.5,2680,10000,2,0,0,3,2040,640,1942,2014,13342 30th Ave NE,Seattle,WA 98125,USA,7.349644421,22.77368583,0.971824413,
2014/5/20 0:00,3,1.5,1540,4773,2,0,0,3,1540,0,1941,2009,4017 36th Ave SW,Seattle,WA 98126,USA,6.566833489,50.51131261,0.452500762,
2014/5/20 0:00,3,2.5,2830,5802,2,0,0,3,2830,0,2001,0,7928 NE 182nd Pl,Kenmore,WA 98028,USA,7.33763017,25.39747584,0.554551529,
2014/5/20 0:00,5,2.25,2890,12478,2,0,0,3,2890,0,1977,2004,2116 Sahalee Dr E,Sammamish,WA 98074,USA,6.784546219,29.00541173,0.345876602,
2014/5/20 0:00,3,2.5,2660,4975,2,0,0,3,2660,0,2014,0,4810 S Raymond St,Seattle,WA 98118,USA,7.274866823,29.40037424,0.857058925,
2014/5/20 0:00,4,2.75,2820,13193,1,0,0,3,1860,960,1965,1993,4941-4949 125th Ave SE,Bellevue,WA 98006,USA,7.847245236,26.15714147,0.349299827,
2014/5/20 0:00,3,2.5,1700,4105,2,0,0,3,1700,0,1992,0,3113 E Cherry St,Seattle,WA 98122,USA,6.455396699,55.74790173,0.291055783,
2014/5/20 0:00,3,2.5,2480,9041,2,0,0,3,2480,0,2004,2003,8719 228th Way NE,Redmond,WA 98053,USA,6.367377715,38.25691488,0.275873833,
2014/5/20 0:00,4,2.5,3550,8048,2,0,0,3,3550,0,2007,0,6519 Sword Fern Ave SE,Snoqualmie,WA 98065,USA,7.838822958,20.72554505,0.764869919,
2014/5/20 0:00,4,2.5,2150,12028,2,0,0,4,2150,0,1982,2011,13615 179th Ave NE,Redmond,WA 98052,USA,7.577408502,39.18363119,0.007051516,
2014/5/20 0:00,4,3,2690,28300,1,0,0,3,2690,0,1954,1999,17428 7th Pl SW,Normandy Park,WA 98166,USA,7.653526908,31.38755755,0.132936523,
2014/5/20 0:00,3,2.25,1990,10260,2,0,0,4,1990,0,1987,0,16822 NE 87th St,Redmond,WA 98052,USA,6.462800434,51.40298107,0.209742197,
2014/5/20 0:00,4,2.5,2650,7945,2,0,0,3,2650,0,2006,0,11332 30th Ave NE,Seattle,WA 98125,USA,6.031594007,41.00513214,0.909523327,
2014/5/20 0:00,4,2.5,3230,7331,2,0,0,3,3230,0,2004,2003,2913 278th Ave SE,Sammamish,WA 98075,USA,6.98072043,30.48126529,0.834708351,
2014/5/20 0:00,3,2.5,2770,10773,2,0,2,3,2770,0,1992,0,16420 SE 39th Pl,Bellevue,WA 98008,USA,7.03698198,35.86014514,0.672057354,
2014/5/20 0:00,6,2,2150,4505,1,0,0,3,1270,880,1952,2008,3429 9th Ave W,Seattle,WA 98119,USA,7.557597836,45.62309226,0.401735675,
2014/5/20 0:00,4,1.75,2450,13300,1,0,2,4,1630,820,1987,0,5028 157th Ave SE,Bellevue,WA 98006,USA,7.68570861,39.14232868,0.224520761,
2014/5/20 0:00,4,2.25,2560,12100,1,0,0,4,1760,800,1976,1992,17323 NE 24th St,Redmond,WA 98052,USA,6.294925219,45.98966668,0.3134642,
2014/5/20 0:00,4,3.5,3070,4684,2,0,0,3,2190,880,2009,0,2500-2556 NW Alpine Crest Way,Issaquah,WA 98027,USA,6.918212543,36.7144001,0.161273985,
2014/5/20 0:00,4,2.75,3160,8097,2,0,0,3,3160,0,2014,0,13009 NE 74th St,Kirkland,WA 98033,USA,6.404074115,40.96432461,0.598029907,
2014/5/20 0:00,4,2.25,3500,13875,1,0,4,4,1830,1670,1938,0,10599 Marine View Dr SW,Seattle,WA 98146,USA,7.622083075,31.54619525,0.362937617,
2014/5/20 0:00,4,2.25,2260,41984,1,0,0,4,2260,0,1967,0,6046 126th Ave NE,Kirkland,WA 98033,USA,7.698399654,48.74895421,0.237762153,
2014/5/20 0:00,4,3.5,3120,5086,2,0,0,3,2480,640,2008,0,6511 37th Ave NE,Seattle,WA 98115,USA,7.181680686,41.20812653,0.812104397,
2014/5/20 0:00,4,2.75,2620,13777,1.5,0,2,4,1720,900,1926,1993,2602 Shoreland Dr S,Seattle,WA 98144,USA,6.330453473,56.95308035,0.382828743,
2014/5/20 0:00,3,2,2390,6888,2,0,1,5,2390,0,1939,0,7529 Lakemont Dr NE,Seattle,WA 98115,USA,7.759793513,57.12214887,0.75993228,
2014/5/20 0:00,6,3,2880,3192,2,0,0,4,2180,700,1919,1985,2212 N 36th St,Seattle,WA 98103,USA,7.078899205,55.00736986,0.157202123,
2014/5/20 0:00,4,3.5,4560,16643,1,0,3,3,2230,2330,1995,0,16864 SE 57th Pl,Bellevue,WA 98006,USA,6.749568984,35.89536639,0.958855359,
2014/5/20 0:00,4,3.5,4380,74052,1,0,0,3,4380,0,2001,0,5830 246th Pl NE,Redmond,WA 98053,USA,6.119766858,47.07673664,0.084133941,
