date,number of rooms,security level of the community,residence space,building space,noise level,waterfront,view,air quality level,aboveground space ,basement space,building year,decoration year,district,city,zip code,region,exchange rate,unit price of residence space,unit price of building space,total cost
2014/6/26 0:00,3,2.5,2370,5353,2,0,0,3,2370,0,2009,0,14522 271st Ct NE,Duvall,WA 98019,USA,6.453600035,28.00088947,0.047052958,
2014/6/26 0:00,4,2.75,2110,8751,1,0,0,3,1510,600,1962,2003,18447-18509 94th Ave NE,Bothell,WA 98011,USA,7.306495534,26.65562644,0.376264903,
2014/6/26 0:00,4,2.5,2250,7526,2,0,0,3,2250,0,1989,0,5120 NE 23rd St,Renton,WA 98059,USA,6.972969879,26.24011112,0.539536695,
2014/6/26 0:00,3,1.5,2120,6290,1,0,0,4,1220,900,1949,1985,4231 Powell Pl S,Seattle,WA 98108,USA,7.409498438,26.55779602,0.489778887,
2014/6/26 0:00,4,2.5,2160,7826,1,0,0,4,1390,770,1976,1992,20111 47th Ave NE,Lake Forest Park,WA 98155,USA,7.205645915,27.77759474,0.135908951,
2014/6/26 0:00,4,1.5,1770,5750,2,0,0,3,1770,0,1947,2012,4527 48th Ave SW,Seattle,WA 98116,USA,7.957485321,28.59827628,0.813026264,
2014/6/26 0:00,2,1.5,1370,1221,2,0,0,3,1080,290,2008,0,207 20th Ave,Seattle,WA 98122,USA,6.32031676,51.19969242,0.346031814,
2014/6/26 0:00,3,1.5,1530,23660,1,0,0,3,1530,0,1952,2008,3210 NE 163rd St,Lake Forest Park,WA 98155,USA,7.274601288,32.19319268,0.532691274,
2014/6/26 0:00,5,2.75,2830,8925,1.5,0,0,3,2830,0,1967,2011,12112 NE 143rd Pl,Kirkland,WA 98034,USA,6.22596381,22.7869529,0.890925143,
2014/6/26 0:00,4,2.5,2550,19017,1,0,0,4,1300,1250,1961,2001,19259-19499 40th Pl NE,Lake Forest Park,WA 98155,USA,7.027611326,19.6431299,0.808019905,
2014/6/26 0:00,3,2.5,1730,8490,1,0,0,3,1210,520,1969,2010,9037 NE 132nd Pl,Kirkland,WA 98034,USA,7.587703605,30.99695398,0.824460831,
2014/6/26 0:00,2,1.75,1240,6417,1,0,0,5,1240,0,1924,1956,6528 37th Ave SW,Seattle,WA 98126,USA,6.83074191,53.69281653,0.369937041,
2014/6/26 0:00,3,1.75,1520,11085,1,0,0,3,1520,0,1983,2009,20331 NE 40th Ct,Sammamish,WA 98074,USA,7.211239215,38.78118834,0.631702632,
2014/6/26 0:00,3,1.75,1440,11787,1,0,0,3,1440,0,1983,2009,22913 NE 20th Pl,Sammamish,WA 98074,USA,7.28114877,41.62338023,0.682625796,
2014/6/26 0:00,3,3.5,1590,1102,3,0,0,3,1590,0,2010,0,769 N 74th St,Seattle,WA 98103,USA,6.71080468,48.12979754,0.668859848,
2014/6/26 0:00,4,2.75,3030,6625,2,0,0,3,3030,0,2011,0,4924 SE 2nd Pl,Renton,WA 98059,USA,6.180164902,26.60168782,0.656011396,
2014/6/26 0:00,3,2,2330,26571,2.5,0,0,3,2330,0,1987,2000,13607 SE 10th St,Bellevue,WA 98005,USA,7.951079339,17.89013738,0.939881703,
2014/6/26 0:00,3,3,2410,7479,2,0,2,3,2410,0,1942,1988,3715 NE 153rd St,Lake Forest Park,WA 98155,USA,6.394713625,33.2824781,0.503388328,
2014/6/26 0:00,5,3,3640,6930,2,0,0,3,3640,0,2004,2003,24709 SE 278th St,Maple Valley,WA 98038,USA,7.908723831,17.86676187,0.741797634,
2014/6/26 0:00,4,2.5,2480,16360,1,0,0,5,1510,970,1959,0,18500-18560 58th Ave NE,Kenmore,WA 98028,USA,6.61652358,33.14068666,0.149614186,
2014/6/26 0:00,5,3,3690,49709,1,0,2,3,2690,1000,1960,2012,23444 10th Ave S,Des Moines,WA 98198,USA,7.726795207,19.04049388,0.08362552,
2014/6/26 0:00,4,1.75,1720,6975,1,0,0,3,1420,300,1975,0,4528 165th Ave NE,Redmond,WA 98052,USA,7.5751588,43.67641068,0.206827998,
2014/6/26 0:00,3,2.5,3240,8016,2,0,0,3,2910,330,2004,2003,35019 SE Curtis Dr,Snoqualmie,WA 98065,USA,6.330280588,27.93265316,0.53402348,
2014/6/26 0:00,4,2.5,2770,10274,2,0,0,3,2770,0,1989,0,3823 242nd Ave SE,Issaquah,WA 98029,USA,6.665751018,32.42097062,0.060393345,
2014/6/26 0:00,6,3.5,3600,6875,2,0,0,3,2740,860,2004,2003,6731 Silent Creek Ave SE,Snoqualmie,WA 98065,USA,7.671204952,22.35459939,0.050205817,
2014/6/26 0:00,3,2,2460,41343,1,0,0,4,2460,0,1988,0,23857 SE 98th Pl,Issaquah,WA 98027,USA,6.531105667,22.64405264,0.948793218,
2014/6/26 0:00,3,1.75,2430,5000,2,0,0,4,1760,670,1945,0,6723 12th Ave NW,Seattle,WA 98117,USA,7.688311934,32.22825548,0.621526775,
2014/6/26 0:00,3,2,1660,3729,1,0,0,5,970,690,1922,1956,6318 SW Marguerite Ct,Seattle,WA 98116,USA,7.133274141,53.25004367,0.280215075,
2014/6/26 0:00,3,2.5,2480,37843,1.5,1,3,4,2480,0,1974,0,7030 SW Maury Park Rd,Vashon,WA 98070,USA,7.114962744,32.7447386,0.31649054,
2014/6/26 0:00,2,1.75,1950,10766,1,0,3,4,1160,790,1952,0,3533 SW 171st St,Burien,WA 98166,USA,6.764135306,46.79925685,0.710147081,
2014/6/26 0:00,4,2.5,2670,11877,2,0,0,3,2670,0,1996,0,2522 227th Pl NE,Sammamish,WA 98074,USA,6.427980262,34.82356094,0.946798105,
2014/6/26 0:00,4,2.5,2150,27540,2,0,0,3,2150,0,1997,0,3046 Quail Creek Way NE,Redmond,WA 98053,USA,7.677004865,38.78986888,0.174298635,
2014/6/26 0:00,5,3.5,2720,7598,2,0,0,3,1860,860,1993,0,8921 42nd Ave NE,Seattle,WA 98115,USA,7.737550184,32.38008881,0.144994806,
2014/6/26 0:00,3,2.75,2590,12063,2,0,0,3,2590,0,1993,0,5633 165th Pl SE,Bellevue,WA 98006,USA,6.973308255,37.51414184,0.207587088,
2014/6/26 0:00,3,3.25,3740,136915,2.5,0,0,3,3100,640,1990,2009,16469 Marine View Dr SW,Burien,WA 98166,USA,6.024179857,17.31783536,0.387756365,
2014/6/26 0:00,6,3,3110,5000,1.5,0,0,5,1810,1300,1921,0,812 N 47th St,Seattle,WA 98103,USA,7.581684114,30.4401282,0.191278682,
2014/6/26 0:00,4,2.75,2880,4000,1.5,0,0,3,2100,780,1912,2000,2101 31st Ave S,Seattle,WA 98144,USA,6.079624752,41.85867441,0.908078453,
2014/6/26 0:00,3,2.5,1980,13964,1,0,0,5,1980,0,1959,0,4201-4213 Island Crest Way,Mercer Island,WA 98040,USA,7.526322607,48.61171829,0.338565404,
2014/6/26 0:00,4,2.5,2660,10800,1,0,0,3,2660,0,1955,2014,12345 SE 23rd Pl,Bellevue,WA 98005,USA,6.610182511,42.72691502,0.299467848,
2014/6/26 0:00,3,2.75,2850,14800,1,0,0,4,1920,930,1976,1992,4904 145th Ave SE,Bellevue,WA 98006,USA,6.416981141,39.72748308,0.510133448,
2014/6/26 0:00,4,3.25,3060,3898,2,0,0,3,2300,760,2014,0,2354 NW Harmony Way,Issaquah,WA 98027,USA,6.016258932,41.70790939,0.642508868,
2014/6/26 0:00,3,1.75,2080,75794,1,0,0,3,2080,0,1958,2004,11406 NE 112th St,Kirkland,WA 98033,USA,7.070351811,31.11942619,0.638838638,
2014/6/26 0:00,4,2.5,2990,16809,2,0,0,3,2990,0,1990,2009,19745 NE 127th Pl,Woodinville,WA 98077,USA,6.212745686,38.94826804,0.732477958,
2014/6/26 0:00,3,2.75,2600,5875,1.5,0,2,5,1600,1000,1929,0,5710 SW Admiral Way,Seattle,WA 98116,USA,6.195746392,49.20451952,0.339761356,
2014/6/26 0:00,4,2.75,2620,4743,1,0,2,4,1310,1310,1949,1985,3311 NW 75th St,Seattle,WA 98117,USA,7.554386207,41.1004055,0.042437606,
2014/6/26 0:00,3,2,2270,11989,1,0,0,4,2270,0,1968,0,6600 mango St,Mercer Island,WA 98040,USA,6.419768729,52.55061707,0.639061888,
2014/6/26 0:00,4,2.5,3060,7140,2,0,0,3,3060,0,2006,0,2401 NE Daphne St,Issaquah,WA 98029,USA,6.79252799,38.35795432,0.592278678,
2014/6/26 0:00,4,2.5,3230,12100,1,0,0,3,1870,1360,1977,2004,4613 146th Pl SE,Bellevue,WA 98006,USA,7.565559508,32.45196606,0.371181676,
2014/6/26 0:00,4,3.5,3370,5000,2,0,2,3,2470,900,2008,0,3460 38th Ave SW,Seattle,WA 98126,USA,7.052888777,37.01832262,0.571107883,
2014/6/26 0:00,4,3.5,4040,50479,2,0,0,3,4040,0,1987,2000,13417 218th Ave NE,Woodinville,WA 98077,USA,7.65250327,21.29808662,0.651182995,
2014/6/26 0:00,4,3.75,3460,6738,2,0,0,3,3460,0,2013,1923,14626 Renton Issaquah Rd SE,Renton,WA 98059,USA,7.909174656,33.66972482,0.948996131,
2014/6/26 0:00,4,3.5,3320,19850,1,0,2,4,2040,1280,1977,0,8434 W Mercer Way,Mercer Island,WA 98040,USA,6.910153811,42.79942426,0.314274811,
2014/6/26 0:00,4,3.5,3450,7832,2,0,0,3,3450,0,2007,0,4564 162nd Ln SE,Bellevue,WA 98006,USA,7.010873633,41.87354234,0.677174909,
2014/6/26 0:00,4,3.5,3990,5267,2,0,0,3,3990,0,2008,0,16141 SE 45th Pl,Bellevue,WA 98006,USA,7.705010539,33.91316086,0.921780533,
2014/6/26 0:00,3,3,3760,8500,2.5,0,3,4,3060,700,1910,0,5118 SW Waite St,Seattle,WA 98116,USA,7.804935731,42.22299098,0.164308266,
2014/6/26 0:00,4,3,4040,20001,1,0,0,3,2020,2020,1972,2001,3418 96th Ave NE,Clyde Hill,WA 98004,USA,7.181120675,45.92255791,0.387853651,
2014/6/26 0:00,4,2.25,3250,16684,2,0,0,3,3250,0,1979,2014,2520 Medina Cir,Medina,WA 98039,USA,7.228078452,58.11153879,0.372218358,
2014/6/27 0:00,3,1,1060,7473,1,0,0,3,1060,0,1959,1989,25826 19th Ave S,Des Moines,WA 98198,USA,6.327327556,17.92865248,0.417753703,
2014/6/27 0:00,1,1,690,1950,1,0,0,3,690,0,1928,1954,7554 14th Ave NW,Seattle,WA 98117,USA,7.063232268,33.08770838,0.453249529,
2014/6/27 0:00,2,1,900,3400,1,0,0,5,900,0,1905,0,8523 Dallas Ave S,Seattle,WA 98108,USA,6.602930338,32.037891,0.027190861,
2014/6/27 0:00,2,1,1020,8100,1,0,0,3,1020,0,1940,1996,11819 1st Avenue South,Seattle,WA 98168,USA,6.664094975,23.04689704,0.710302799,
2014/6/27 0:00,3,1,970,9583,1,0,0,4,970,0,1967,0,33235 26th Ave SW,Federal Way,WA 98023,USA,6.887911205,21.88962669,0.965042359,
2014/6/27 0:00,2,1,940,5040,1,0,0,3,940,0,1926,2003,7157 32nd Ave SW,Seattle,WA 98126,USA,7.173991575,30.75528594,0.146586818,
2014/6/27 0:00,2,1.75,1220,15600,1,0,0,3,1220,0,1972,2002,35301-35323 56th Ave S,Auburn,WA 98001,USA,7.77901222,21.82675143,0.06885316,
2014/6/27 0:00,3,1,910,8789,1,0,0,3,910,0,1966,1963,636 S 188th St,Seattle,WA 98148,USA,6.540638595,27.93922009,0.951650855,
2014/6/27 0:00,2,1.75,1110,1773,2,0,0,3,1110,0,2014,0,4217 Renton Ave S,Seattle,WA 98108,USA,7.145961273,28.59412407,0.236067177,
2014/6/27 0:00,3,1.75,1010,9600,1,0,0,5,1010,0,1969,0,18827 SE 244th Pl,Covington,WA 98042,USA,7.660125941,24.37585029,0.563125751,
2014/6/27 0:00,4,1,1390,18000,1,0,0,3,1390,0,1955,2013,3915 S 238th St,Kent,WA 98032,USA,7.435761337,12.57766521,0.777032603,
2014/6/27 0:00,3,1.75,1950,8712,1,0,0,3,1950,0,1960,2012,18201-18223 114th Ave SE,Renton,WA 98055,USA,7.037613479,14.08548367,0.680131813,
2014/6/27 0:00,3,1.75,1400,6300,1,0,0,3,1400,0,1998,2006,1783 Loraine St,Enumclaw,WA 98022,USA,6.712543387,21.03927665,0.881602761,
2014/6/27 0:00,1,1.5,1170,1456,2,0,0,3,1070,100,2007,0,3003 SW Cycle Ct,Seattle,WA 98126,USA,7.192248081,27.46516717,0.370756876,
2014/6/27 0:00,3,3,1670,4440,1,0,0,3,1670,0,2014,0,495 Petersen Dr E,Enumclaw,WA 98022,USA,7.247553616,17.80149246,0.978620287,
2014/6/27 0:00,3,2.5,1720,6194,2,0,0,3,1720,0,1998,2006,5130 Francis Ct SE,Auburn,WA 98092,USA,6.614623459,20.01955734,0.664725319,
2014/6/27 0:00,3,2.25,1715,6819,2,0,0,3,1715,0,1995,0,533 S 330th Pl,Federal Way,WA 98003,USA,7.583374001,19.68799749,0.028002078,
2014/6/27 0:00,3,1.75,1650,12349,1,0,0,3,1650,0,1957,2000,4104 S 179th St,SeaTac,WA 98188,USA,6.068304487,24.72468925,0.159320044,
2014/6/27 0:00,2,1,700,4800,1,0,0,3,700,0,1922,2008,1518 25th Ave,Seattle,WA 98122,USA,6.425677753,54.03209219,0.550040262,
2014/6/27 0:00,2,1,720,11400,1,0,0,5,720,0,1951,0,18529 Ashworth Ave N,Shoreline,WA 98133,USA,7.304769948,43.89147313,0.536247516,
2014/6/27 0:00,3,2.5,1630,7950,1,0,0,3,1320,310,1985,0,20101 137th Ave SE,Kent,WA 98042,USA,7.089629747,23.95719691,0.038116101,
2014/6/27 0:00,2,1,910,8155,1,0,0,4,910,0,1948,0,15322 26th Ave NE,Shoreline,WA 98155,USA,7.327844217,33.80323344,0.997155827,
2014/6/27 0:00,4,2,1350,942,3,0,0,3,1350,0,2008,0,916 4th Ave NE,Issaquah,WA 98029,USA,6.337069481,33.6605294,0.137816229,
2014/6/27 0:00,3,1.5,1590,8911,1,0,0,3,1590,0,1956,2001,6615 NE 154th St,Kenmore,WA 98028,USA,7.220406912,24.2086683,0.343072864,
2014/6/27 0:00,6,4,3120,4240,2,0,2,4,2090,1030,1993,0,7945 14th Ave SW,Seattle,WA 98106,USA,7.389796654,12.56980194,0.803905666,
2014/6/27 0:00,4,2.5,2570,4865,2,0,0,3,2570,0,2005,0,27102 227th Pl SE,Maple Valley,WA 98038,USA,6.938719716,16.38600253,0.823430913,
2014/6/27 0:00,5,2.75,2400,8050,2,0,0,3,2400,0,1998,2006,5020 Quincy Ave SE,Auburn,WA 98092,USA,7.475287125,15.20356815,0.901313735,
2014/6/27 0:00,4,1.75,2440,7350,1,0,0,3,1610,830,1978,0,3716 S 253rd Pl,Kent,WA 98032,USA,6.781969772,17.33437782,0.865652776,
2014/6/27 0:00,3,1.75,1780,10409,1,0,0,3,1280,500,1981,2013,15634 129th Pl SE,Renton,WA 98058,USA,6.935518315,22.72543995,0.851196071,
2014/6/27 0:00,5,1.75,2330,14322,1,0,0,4,1180,1150,1968,0,13826 SE 141st St,Renton,WA 98059,USA,7.585394717,19.3036331,0.081262282,
2014/6/27 0:00,3,1.75,2040,22693,1,0,0,4,2040,0,1980,0,15125 SE 278th Pl,Kent,WA 98042,USA,6.535302279,22.22544306,0.395737028,
2014/6/27 0:00,4,2.5,1890,7867,2,0,0,3,1890,0,1996,0,24920-24925 235th Way SE,Maple Valley,WA 98038,USA,7.526591445,24.80919947,0.035174486,
2014/6/27 0:00,2,2.25,1330,10838,2,0,0,3,1330,0,1985,0,19228 73rd Ave NE,Kenmore,WA 98028,USA,7.932760121,30.09795876,0.435582897,
2014/6/27 0:00,4,2.5,3000,9793,2,0,0,3,3000,0,2002,0,26309 235th Ave SE,Maple Valley,WA 98038,USA,7.257784352,16.62666742,0.449968106,
2014/6/27 0:00,5,1,1170,6757,1,0,0,4,800,370,1944,0,14327 24th Ave NE,Seattle,WA 98125,USA,7.820465895,40.00164432,0.586401536,
2014/6/27 0:00,3,2.5,2570,10431,2,0,0,3,2570,0,1989,0,9531 S 204th Pl,Kent,WA 98031,USA,7.636089225,18.84778824,0.377477819,
2014/6/27 0:00,3,2,1400,45738,2,0,0,4,1400,0,1981,0,26907 94th Ave SW,Vashon,WA 98070,USA,7.218082113,16.3079955,0.742721555,
2014/6/27 0:00,3,1,2710,19000,2,0,3,4,2710,0,1950,1983,17449 Sylvester Rd SW,Burien,WA 98166,USA,6.745067844,18.75870271,0.523635341,
2014/6/27 0:00,3,1.75,2410,8944,1,0,0,4,1860,550,1967,0,17051 151st Ave SE,Renton,WA 98058,USA,6.19958191,26.84768381,0.250120742,
2014/6/27 0:00,4,2.25,2300,7700,1,0,0,3,1380,920,1959,1989,535 NE 117th St,Seattle,WA 98125,USA,6.946345472,23.28335945,0.841537628,
2014/6/27 0:00,3,2.5,2432,9391,2,0,2,3,2432,0,2005,0,28461 54th Ave S,Federal Way,WA 98001,USA,7.975607685,18.99008467,0.783127918,
2014/6/27 0:00,2,1,1050,2570,1,0,0,5,850,200,1927,0,6520-6588 8th Ave NW,Seattle,WA 98117,USA,7.389536058,54.65621047,0.311817517,
2014/6/27 0:00,2,1,1320,8380,1,0,0,3,1320,0,1953,0,10356 Dibble Ave NW,Seattle,WA 98177,USA,6.201539917,53.01113061,0.251095381,
2014/6/27 0:00,4,2.75,2300,37533,1,0,3,5,1550,750,1979,0,7707 SW 259th St,Vashon,WA 98070,USA,6.258550171,26.48696357,0.305357009,
2014/6/27 0:00,4,3,2530,10000,2,0,0,3,2530,0,2013,1923,111 S 192nd St,Burien,WA 98148,USA,7.235702844,21.64113184,0.868337732,
2014/6/27 0:00,4,2.5,2110,35091,1,0,0,4,1290,820,1985,0,24434 SE Mirrormont Blvd,Issaquah,WA 98027,USA,7.508286042,16.04793576,0.780955295,
2014/6/27 0:00,4,2.25,2020,8424,1,0,0,4,1380,640,1979,0,14008 81st Ave NE,Kirkland,WA 98034,USA,7.474332845,29.73012901,0.254590543,
2014/6/27 0:00,4,2.5,3060,6000,2,0,0,3,3060,0,2012,1912,21212 SE 260th St,Maple Valley,WA 98038,USA,7.461360189,19.1909829,0.599444823,
2014/6/27 0:00,4,2.5,2990,8913,2,0,0,4,2990,0,1991,0,18626 136th Pl SE,Renton,WA 98058,USA,7.991398667,16.88736207,0.932066417,
2014/6/27 0:00,4,3,2370,3672,1.5,0,0,5,1650,720,1916,0,6811 16th Ave NE,Seattle,WA 98115,USA,6.112871206,31.08546733,0.942203859,
2014/6/27 0:00,2,1,1500,3420,1,0,0,3,1500,0,1902,0,4422 Woodlawn Ave N,Seattle,WA 98103,USA,7.822293976,40.16488276,0.326242494,
2014/6/27 0:00,4,2.75,2790,5527,2,0,0,3,2790,0,2014,0,897 SE 11th St,North Bend,WA 98045,USA,7.643408757,21.11210574,0.786718406,
2014/6/27 0:00,3,2.5,2230,5348,2,0,0,3,2230,0,2000,0,7325 Heather Ave SE,Snoqualmie,WA 98065,USA,6.252002873,33.57837398,0.653535908,
2014/6/27 0:00,4,1,1440,7100,1.5,0,0,3,1440,0,1906,2014,3006 NW 60th St,Seattle,WA 98107,USA,7.390595008,43.17471884,0.772106531,
2014/6/27 0:00,2,1.5,1200,1687,3,0,0,3,1200,0,2008,0,3467 Meridian Ave N,Seattle,WA 98103,USA,7.797841203,53.09828043,0.557785829,
2014/6/27 0:00,5,1.75,1890,5000,1.5,0,0,3,1090,800,1906,2014,1126 NW 58th St,Seattle,WA 98107,USA,6.84628329,39.29795242,0.437174743,
2014/6/27 0:00,4,1.75,2860,48351,1,0,0,3,1710,1150,1978,0,18926 NE 183rd St,Woodinville,WA 98077,USA,6.085967291,22.94274381,0.444030819,
2014/6/27 0:00,4,3.5,4150,16197,2,0,0,3,4150,0,2006,0,11824 SE 290th Pl,Auburn,WA 98092,USA,6.220646576,19.32810164,0.506490376,
2014/6/27 0:00,4,2.5,2710,6583,2,0,0,3,2710,0,2003,0,612 Orcas Ave NE,Renton,WA 98059,USA,7.462939148,27.13410602,0.228472275,
2014/6/27 0:00,3,1.75,1960,6380,1,0,0,4,980,980,1939,1989,1035 NE 95th St,Seattle,WA 98115,USA,6.891890145,41.0946414,0.145309172,
2014/6/27 0:00,3,3.25,2310,3075,2,0,0,3,1730,580,2005,0,4405 40th Ave SW,Seattle,WA 98116,USA,6.175416464,40.7157249,0.457178674,
2014/6/27 0:00,4,1.75,2420,37800,1,0,0,4,1880,540,1981,0,23607 NE 72nd St,Redmond,WA 98053,USA,6.608979843,25.08711895,0.803633872,
2014/6/27 0:00,4,2.5,2770,63118,2,0,0,3,2770,0,1997,0,6338 284th Way NE,Carnation,WA 98014,USA,6.27624935,24.56304287,0.540122175,
2014/6/27 0:00,5,2.5,2500,7200,1,0,0,4,1490,1010,1977,0,16426 NE 107th Pl,Redmond,WA 98052,USA,6.090843096,42.66528086,0.269785025,
2014/6/27 0:00,3,2.5,2610,35000,2,0,0,3,2610,0,1988,2000,15325 179th Ave NE,Woodinville,WA 98072,USA,7.677318224,31.95881149,0.091608287,
2014/6/27 0:00,3,2.25,2400,5300,1.5,0,0,4,1250,1150,1939,1989,8022 22nd Ave NW,Seattle,WA 98117,USA,7.100080466,38.15456172,0.5936393,
2014/6/27 0:00,4,2.5,2540,38677,2,0,0,3,2540,0,1987,2000,7238 221st Ave NE,Redmond,WA 98053,USA,7.439138182,21.84830286,0.918475063,
2014/6/27 0:00,4,2.75,3190,10970,2,0,0,3,3190,0,1994,0,2632 232nd Pl SE,Sammamish,WA 98075,USA,6.255965442,32.70351082,0.507831252,
2014/6/27 0:00,3,2.5,1660,1545,2,0,2,3,1400,260,2002,0,813 2nd Ave N,Seattle,WA 98109,USA,7.257511163,57.77855042,0.349128936,
2014/6/27 0:00,3,2.5,2440,4153,2,0,0,3,2440,0,2003,0,6625 188th Pl NE,Redmond,WA 98052,USA,7.53863133,37.61246015,0.579617005,
2014/6/27 0:00,3,2.5,3580,54450,1.5,0,0,3,3580,0,1990,2009,23115 SE 222nd St,Maple Valley,WA 98038,USA,7.841212747,15.69545534,0.666124101,
2014/6/27 0:00,3,3,2630,4896,2,0,0,3,2630,0,2006,0,10342 155th Ave NE,Redmond,WA 98052,USA,6.287080568,43.72207723,0.489075357,
2014/6/27 0:00,4,2.25,3190,11597,2,0,0,3,2300,890,1984,0,2513 225th Pl NE,Sammamish,WA 98074,USA,6.576910326,32.31571944,0.944051376,
2014/6/27 0:00,5,2.5,3260,24300,1.5,0,1,4,2310,950,1950,1983,5121 NE 180th St,Lake Forest Park,WA 98155,USA,7.876682678,22.52220932,0.923050715,
2014/6/27 0:00,4,2.75,3610,8580,2,0,0,3,3610,0,2014,0,12440 NE 73rd St,Kirkland,WA 98033,USA,7.723553868,33.45565517,0.742264264,
2014/6/27 0:00,4,4.25,4390,13833,2,0,3,3,3320,1070,2003,0,5160 235th Pl SE,Issaquah,WA 98029,USA,7.454507549,31.64918784,0.138396599,
2014/6/27 0:00,5,2.75,3650,13297,2,0,0,5,2750,900,1969,0,5912 83rd Pl SE,Mercer Island,WA 98040,USA,7.735707689,41.56793318,0.207225437,
2014/6/27 0:00,4,3,3900,9750,1,0,4,5,2520,1380,1972,0,4720 Somerset Ave SE,Bellevue,WA 98006,USA,7.673852221,52.8327142,0.518848552,
2014/6/27 0:00,4,4.5,6640,53330,2,0,0,3,6640,0,1993,0,21909 NE 141st St,Woodinville,WA 98077,USA,7.513990587,29.10547879,0.917953443,
2014/6/28 0:00,2,1.75,1910,3376,2,0,0,3,1910,0,1980,0,213th Ave SE,Maple Valley,WA 98038,USA,6.996320292,16.54692302,0.376125911,
2014/6/28 0:00,3,1,1040,8128,1,0,0,3,1040,0,1983,2009,26720 NE Stewart St,Duvall,WA 98019,USA,7.673469361,28.46381309,0.109782891,
2014/6/28 0:00,4,1,1370,8499,1,0,0,3,1370,0,1949,1998,14709 26th Ave NE,Shoreline,WA 98155,USA,7.031633187,29.48558313,0.266983488,
2014/6/28 0:00,3,1.75,1700,17355,1,0,0,3,1200,500,1978,0,26522 214th Ave SE,Maple Valley,WA 98038,USA,6.414529962,19.38232556,0.926497262,
2014/6/28 0:00,3,1,1200,9087,1,0,0,5,1200,0,1969,0,8860 122nd Ct SE,Newcastle,WA 98056,USA,6.081360323,40.34520998,0.822917149,
2014/6/28 0:00,3,1.5,1500,5000,1.5,0,0,4,1140,360,1927,0,6737-6741 13th Ave NW,Seattle,WA 98117,USA,6.876642687,42.37370575,0.957349419,
2014/6/28 0:00,3,2.5,1700,9100,1,0,0,3,1160,540,1998,2006,7318 36th Ave SW,Seattle,WA 98126,USA,6.728195523,37.47584986,0.757085625,
2014/6/28 0:00,5,2.5,2670,16777,1.5,0,0,4,1620,1050,1920,0,2500 NE 100th St,Seattle,WA 98125,USA,6.850757182,28.96698816,0.479833251,
2014/6/28 0:00,4,2.5,3130,40918,2,0,0,3,3130,0,1994,0,46300 SE 137th St,North Bend,WA 98045,USA,7.945427618,12.74761872,0.86424963,
2014/6/28 0:00,4,2.5,2190,11500,1,0,0,4,1430,760,1972,0,4421 145th Ave SE,Bellevue,WA 98006,USA,7.535740265,40.08742703,0.44225563,
2014/6/29 0:00,3,1,1800,7650,1,0,0,5,1800,0,1957,0,600 Jefferson Ave NE,Renton,WA 98056,USA,6.598481575,18.56951995,0.880473047,
2014/6/29 0:00,5,2.75,2130,6222,1,0,0,3,1300,830,1991,0,4443 S Camano Pl,Seattle,WA 98118,USA,7.376047911,18.75674781,0.660505158,
2014/6/29 0:00,3,2,1610,15005,1,0,0,4,1610,0,1986,0,31907 NE 102nd Pl,Carnation,WA 98014,USA,7.201002668,24.58012614,0.555547595,
2014/6/29 0:00,3,3.5,1360,1275,2,0,0,3,1240,120,2007,0,1337 14th Ave S,Seattle,WA 98144,USA,6.920445766,41.76518218,0.443607111,
